Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99
mayotte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
monaco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
san	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
marino	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vatican	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
employment	-0.033	-0.049	0.011	0.103	-0.01	0.011	0.012	-0.017	0	0.021	-0.005	0.017	-0.017	-0.008	0.008	0.109	0.124	-0.009	-0.004	0.071	-0.008	-0.01	-0.016	-0.011	-0.005	0.009	0.009	-0.011	-0.006	-0.005	-0.032	0.002	-0.006	-0.016	0.017	-0.004	0.002	-0.012	-0.003	-0.01	-0.007	-0.01	-0.013	-0.003	-0.02	0.017	-0.004	0.021	0.017	-0.02	0.034	-0.005	-0.012	0.013	-0.032	-0.005	-0.029	-0.006	-0.025	-0.005	-0.01	-0.02	0.069	0.483	-0.027	0	-0.03	-0.01	-0.012	-0.008	-0.011	-0.001	-0.001	-0.037	-0.018	0.063	-0.004	-0.022	-0.023	0.003	-0.005	-0.001	0.016	-0.004	-0.017	0.002	-0.006	-0.006	-0.002	0.07	-0.005	-0.005	0.012	0.135	-0.008	-0.005	0.198	0.001	-0.011	-0.012
job	-0.009	-0.013	0.01	0.009	-0.003	0.027	-0.002	-0.001	0.021	0.008	-0.001	0.064	-0.007	-0.002	-0.003	0.035	0.07	-0.003	0.038	0.054	-0.005	0.013	-0.004	0.029	-0.001	0.006	-0.003	-0.01	-0.002	-0.001	-0.009	0.015	-0.002	-0.007	-0.003	0.088	-0.002	-0.004	-0.001	-0.003	0.002	0.004	-0.003	-0.001	-0.005	-0.002	0.014	0.036	-0.002	-0.006	0.007	-0.001	0.03	-0.005	-0.009	-0.001	-0.008	-0.002	-0.003	-0.002	-0.003	-0.005	0.009	0.119	-0.007	0.026	-0.008	0.001	-0.003	0.002	-0.001	0	0	-0.01	-0.005	-0.003	-0.004	-0.006	-0.012	0.002	-0.002	0	0.006	-0.001	-0.005	0.023	-0.001	-0.002	-0.001	0.029	-0.001	-0.001	0.037	0.018	-0.002	0.005	-0.003	-0.003	0.003	-0.002
creation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sicily	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
leguminous	0.023	-0.014	-0.008	0	-0.006	-0.017	-0.004	-0.008	-0.006	0.005	0.045	-0.009	-0.013	-0.005	-0.001	-0.003	0.008	-0.005	-0.002	-0.005	-0.002	-0.008	-0.005	-0.005	-0.001	-0.005	-0.006	-0.001	0.006	0.003	-0.011	-0.003	-0.005	-0.015	-0.003	-0.005	-0.003	-0.008	-0.002	-0.006	-0.008	0.005	-0.007	-0.002	0.105	-0.004	-0.006	-0.011	-0.004	0.011	-0.005	-0.003	0.005	0.001	0.044	-0.003	0.004	-0.003	0.003	-0.004	-0.009	-0.011	0.055	-0.007	-0.01	-0.004	-0.014	0.013	0.006	-0.007	0.048	-0.001	-0.001	-0.022	-0.01	-0.006	-0.008	0.004	-0.003	-0.005	0.014	-0.001	0.009	-0.002	-0.01	-0.007	-0.003	-0.003	-0.003	-0.004	0.02	-0.003	-0.004	0.007	-0.003	-0.004	0.007	-0.004	-0.006	0.005
vegetable	0.733	-0.072	-0.051	-0.044	-0.036	-0.096	-0.025	-0.091	-0.038	-0.065	0.014	-0.06	-0.084	-0.019	-0.044	-0.02	-0.029	-0.035	-0.011	-0.045	-0.065	-0.048	-0.05	-0.045	-0.053	-0.04	-0.029	-0.072	-0.021	0.01	-0.113	-0.017	-0.031	-0.089	-0.036	-0.033	-0.02	-0.044	-0.01	-0.03	-0.054	-0.045	-0.048	-0.011	-0.019	-0.025	-0.031	-0.064	-0.027	-0.058	-0.036	-0.012	-0.052	-0.049	-0.024	-0.015	-0.084	-0.027	-0.077	-0.025	-0.048	-0.077	-0.005	-0.049	-0.091	-0.025	-0.089	0.012	-0.04	-0.043	0.076	-0.006	-0.003	0.683	0.066	-0.037	-0.048	-0.059	-0.081	-0.034	0.011	-0.006	-0.055	0	-0.047	-0.045	-0.021	-0.022	-0.019	-0.045	0.007	-0.019	-0.024	-0.061	-0.03	-0.033	-0.083	-0.008	-0.041	-0.034
greece	0	-0.02	-0.005	-0.007	-0.01	-0.006	-0.001	-0.01	-0.002	0.024	-0.005	-0.005	-0.016	0.005	0.005	-0.005	0.006	-0.006	-0.004	0.013	-0.01	-0.005	-0.002	-0.011	0.002	-0.003	0.003	0.038	0.002	0.026	-0.008	-0.002	-0.004	-0.019	0.03	-0.008	-0.006	0.006	-0.003	-0.01	0.002	0.004	-0.012	-0.003	0.007	0.061	-0.004	0.003	0.008	0.01	0.014	-0.005	0.198	0.012	0.001	-0.005	-0.017	0	-0.008	-0.006	0.034	-0.01	0.049	0.028	0	-0.006	0.026	0.001	-0.012	-0.009	0.02	0.01	-0.001	-0.037	-0.017	0.013	0.001	-0.012	-0.015	0.003	0.013	-0.001	0.016	-0.003	-0.016	-0.011	-0.005	0.016	-0.004	-0.012	-0.005	-0.005	-0.006	0.021	-0.005	-0.009	0.037	-0.009	-0.01	0
group	-0.013	0.03	-0.012	-0.004	-0.009	-0.01	0.001	-0.004	-0.009	-0.004	0.01	-0.01	-0.017	-0.004	-0.004	-0.005	0.033	-0.009	-0.004	-0.008	-0.001	-0.012	-0.011	-0.007	0.001	-0.001	0.014	-0.008	0.001	0.102	-0.025	-0.004	-0.007	-0.02	-0.001	0	-0.001	-0.007	0.025	-0.009	-0.007	-0.012	0.003	-0.003	0.002	-0.007	-0.006	0.008	-0.007	-0.01	-0.004	-0.005	0.001	0.001	0.027	0.017	-0.022	0.004	0.031	-0.006	-0.014	0.004	0.064	-0.012	0.024	-0.006	-0.025	0.027	-0.011	0.001	0.003	-0.001	-0.001	-0.03	0	-0.006	-0.012	-0.014	0.009	-0.008	-0.006	-0.001	-0.016	-0.003	-0.016	-0.003	-0.005	-0.006	0.005	-0.009	0.002	-0.005	-0.006	-0.004	-0.007	0.001	0.074	-0.01	-0.01	0.004
implementing	-0.015	-0.023	0.001	-0.003	0.021	0.018	-0.003	0.028	0.331	-0.009	-0.002	0.007	0.021	-0.004	0.041	-0.002	-0.002	-0.004	-0.002	0.001	-0.007	0.005	-0.006	-0.006	-0.007	-0.005	-0.002	-0.012	0.018	-0.002	-0.015	-0.002	0.031	0.12	0.017	-0.004	-0.003	-0.006	-0.001	0.025	0.008	-0.002	-0.001	-0.001	-0.009	-0.003	0.001	0.006	0.017	0	-0.004	-0.002	-0.007	0	-0.014	-0.002	-0.011	-0.004	-0.002	-0.003	-0.008	-0.009	-0.005	-0.006	-0.012	0.002	-0.005	0	-0.005	-0.006	-0.005	0.125	0	-0.013	-0.007	0	-0.002	0.011	-0.02	-0.003	-0.003	-0.001	-0.008	-0.002	0.009	0.013	0.016	0.013	0.065	-0.004	0.037	-0.002	-0.003	-0.012	-0.004	0.008	-0.012	-0.006	-0.003	-0.004
X95	-0.011	-0.017	-0.004	-0.004	0.031	0.01	-0.002	-0.008	0.444	-0.011	-0.002	-0.002	0.023	-0.003	0.039	-0.002	-0.004	-0.003	-0.001	-0.004	-0.004	-0.004	-0.005	-0.004	-0.005	-0.004	-0.004	-0.007	-0.003	-0.002	-0.011	-0.001	-0.003	0.169	0.023	-0.003	-0.002	-0.004	-0.001	0.036	-0.005	-0.004	-0.004	-0.001	-0.007	-0.002	-0.003	-0.007	-0.003	-0.007	-0.003	-0.002	-0.006	-0.006	-0.011	-0.002	-0.01	-0.003	-0.011	-0.002	-0.006	-0.007	-0.008	-0.004	-0.009	-0.002	-0.01	-0.003	-0.004	-0.004	-0.007	0	0	-0.009	-0.007	0.003	-0.004	-0.007	-0.015	-0.003	-0.002	-0.001	-0.006	-0.001	0.017	-0.004	0.024	-0.002	-0.002	-0.004	-0.002	-0.002	-0.002	-0.009	-0.003	-0.003	-0.009	-0.004	-0.004	-0.004
ecsc	-0.018	-0.02	-0.007	-0.007	0.037	0.021	-0.002	-0.017	0.497	-0.01	-0.003	0.004	0.027	0	0.033	-0.003	-0.006	-0.003	-0.002	-0.005	-0.001	0.003	-0.008	0.008	-0.008	0.089	0	0.019	0.012	-0.003	-0.016	-0.002	0.001	0.153	0.011	0.003	-0.003	-0.007	-0.002	0.019	0.021	-0.007	-0.007	-0.001	-0.011	-0.004	0.012	-0.011	-0.004	-0.009	-0.005	-0.003	-0.007	-0.006	-0.017	-0.003	-0.014	-0.005	-0.009	0.01	0.001	-0.011	-0.005	-0.003	-0.014	-0.003	-0.016	-0.002	-0.007	-0.004	-0.007	-0.001	0	-0.016	-0.008	0.003	-0.007	-0.007	-0.016	-0.002	-0.001	-0.001	-0.006	0.015	0.005	-0.005	0.013	-0.003	-0.003	0.003	-0.003	-0.003	-0.003	-0.008	-0.004	-0.005	0	-0.007	-0.002	-0.006
interim	-0.017	-0.018	0	0.007	0.022	0.022	0.015	-0.022	0.054	-0.007	0.007	-0.002	0.044	-0.001	-0.006	-0.003	-0.005	-0.005	-0.002	-0.006	-0.004	0.027	-0.005	0.006	-0.004	-0.006	0.014	-0.026	-0.004	-0.003	-0.017	-0.002	0.014	0.225	-0.005	-0.004	-0.003	-0.007	-0.002	-0.005	-0.006	0.017	-0.007	-0.001	-0.01	-0.004	0.003	0.033	-0.004	-0.01	-0.005	-0.003	-0.005	0.003	-0.014	-0.003	-0.009	-0.004	-0.014	0.002	-0.008	-0.001	0.008	-0.007	-0.014	0.052	-0.01	-0.005	-0.006	-0.007	-0.007	-0.001	0	-0.012	-0.007	-0.001	-0.003	-0.011	-0.022	-0.001	-0.003	-0.001	-0.004	-0.002	0.085	0.006	0.008	-0.003	-0.003	-0.002	-0.002	0.033	-0.003	-0.011	-0.004	0.002	-0.012	-0.006	0.004	-0.005
azerbaijan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
licence	-0.068	0.213	-0.037	-0.032	0.005	-0.055	-0.003	-0.091	-0.021	0.018	-0.003	-0.034	0.023	-0.014	-0.034	-0.015	-0.021	-0.027	-0.012	-0.027	-0.031	-0.038	-0.037	0.007	-0.041	-0.028	-0.019	-0.011	-0.012	-0.014	-0.044	-0.012	-0.017	-0.004	-0.024	0.013	-0.009	-0.034	-0.01	0.008	-0.042	-0.024	-0.035	-0.008	0.076	-0.021	-0.013	-0.057	-0.02	-0.055	-0.026	0.018	-0.034	-0.024	0.296	-0.014	-0.063	-0.019	-0.019	-0.018	0.026	-0.044	-0.063	-0.038	0.065	-0.019	0.07	-0.03	0.001	-0.023	-0.005	-0.004	-0.003	-0.041	-0.023	-0.029	-0.03	-0.063	0.071	-0.026	-0.017	-0.004	-0.002	0.001	0.028	-0.031	-0.015	-0.017	-0.012	-0.009	0.024	-0.014	-0.017	-0.016	-0.017	0.095	-0.08	-0.032	-0.006	-0.033
bus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
freedom	-0.021	-0.031	0.028	0.001	-0.004	0.038	0.001	0.045	-0.005	0.007	-0.003	0.112	-0.005	0.025	0.071	0.042	0.085	0	0.052	0.025	0.009	-0.001	-0.001	0.001	0.003	0.014	0.026	-0.005	-0.003	0.057	-0.02	-0.003	0.001	0.016	-0.006	0.054	0.001	0	-0.002	0	0.067	-0.004	0.04	-0.002	-0.007	-0.004	0.005	0	0.043	-0.003	0.009	0.005	0.048	0.013	-0.02	-0.003	-0.018	0.001	0.018	0.006	-0.006	-0.012	-0.013	-0.002	-0.017	0.011	-0.014	0.005	0.016	0.021	-0.004	-0.001	-0.001	-0.02	-0.009	0.006	0	-0.013	-0.024	0.004	-0.004	-0.001	-0.008	-0.002	-0.005	0.026	0.084	-0.004	-0.003	0.046	-0.003	0	0.007	0.012	-0.001	0	-0.01	-0.008	0.036	0.003
establishment	-0.02	-0.028	0.045	0.001	-0.006	0.048	0.002	0.052	-0.005	0.001	-0.003	0.121	-0.002	0.027	0.072	0.035	0.089	0.001	0.023	0.046	0.002	-0.003	0	0.002	-0.008	0.031	0.036	-0.017	0.006	0.061	-0.018	0	0.002	0.001	-0.005	-0.001	-0.003	0.001	-0.002	-0.006	0.081	-0.004	0.013	-0.002	-0.011	-0.002	0.008	0.002	0.003	-0.001	-0.003	0.006	0.026	0.019	-0.018	0.023	-0.017	0.001	0.012	-0.004	-0.004	-0.012	-0.009	-0.002	-0.016	0.012	-0.013	0.005	-0.007	0.001	-0.002	0.018	-0.001	-0.019	-0.009	0.007	-0.002	-0.012	-0.023	0	-0.004	-0.001	-0.006	-0.002	-0.003	0.015	0	-0.004	-0.003	0.049	-0.003	0	-0.004	0.014	-0.005	0.001	-0.007	-0.007	0.039	0
service	-0.029	-0.037	0.023	0.005	-0.01	0.043	0.009	0.057	-0.003	0.01	-0.004	0.317	0.015	0.098	0.087	0.051	0.06	-0.005	0	0.029	-0.002	-0.008	-0.006	-0.002	-0.014	0.015	0.057	-0.024	0.016	0.035	-0.03	-0.004	-0.003	-0.003	0.135	0.011	-0.006	-0.002	0.003	-0.01	0.061	0.044	-0.006	-0.003	-0.016	-0.002	0.038	0.019	0.034	-0.01	0.158	0	0.025	0.029	-0.03	-0.005	-0.019	0.01	0.049	-0.006	-0.004	-0.019	-0.009	0.018	-0.025	0.031	-0.014	0.015	-0.008	-0.001	-0.011	-0.001	-0.001	-0.032	-0.01	0.012	0.009	-0.02	-0.037	0.011	0.003	-0.001	-0.016	-0.003	-0.011	0.034	-0.003	0.033	-0.005	0.029	0	0.043	0.001	0.013	-0.007	-0.001	-0.005	-0.002	0.031	-0.007
provide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
carriage	-0.022	-0.024	0.003	-0.002	-0.007	0.049	-0.005	0.009	0.006	0	-0.003	0.062	0.01	-0.004	0.005	-0.003	0	0.007	-0.003	-0.003	0.007	-0.006	0.003	0.031	-0.009	0.003	-0.007	-0.014	-0.006	0.007	-0.021	-0.003	-0.005	0.027	0.14	-0.006	-0.004	-0.007	-0.002	-0.007	-0.006	0.119	-0.008	-0.002	-0.009	0.012	0.333	-0.012	-0.005	0.069	0.026	0.004	0	0.006	-0.018	-0.003	-0.016	0.005	0.047	-0.004	-0.009	-0.006	-0.002	-0.006	-0.018	0.004	0.002	-0.003	-0.008	0.029	-0.004	-0.001	-0.001	-0.024	0.011	-0.003	0.002	-0.011	-0.023	0.006	0.004	-0.001	-0.009	0.009	-0.002	-0.002	-0.004	-0.004	-0.003	0.016	-0.003	0.041	-0.004	-0.007	0.001	0.001	-0.011	-0.003	0.075	-0.007
passenger	-0.015	-0.022	0.008	-0.002	-0.005	0.038	-0.003	0.012	-0.005	-0.007	-0.002	0.036	0.006	-0.002	0.004	-0.002	0.002	0.015	-0.002	-0.001	-0.003	-0.006	0	0.022	-0.007	0.008	-0.005	-0.017	-0.004	-0.002	-0.015	-0.002	-0.004	0	0.187	-0.004	-0.003	-0.003	-0.001	-0.005	-0.006	0.164	-0.006	-0.001	-0.007	-0.003	0.109	-0.008	-0.004	0.09	0.039	0.009	0.008	0.011	-0.012	-0.002	-0.013	0.003	0.06	-0.003	-0.004	-0.009	-0.005	-0.006	-0.012	0.008	-0.006	0.001	-0.005	0.048	-0.002	-0.001	0	-0.017	-0.005	-0.001	0.005	-0.008	-0.017	0.013	0.001	-0.001	-0.006	-0.002	-0.002	0	-0.003	-0.003	-0.002	0.005	-0.002	0.062	-0.003	-0.001	-0.004	0.004	-0.012	-0.002	0.029	-0.005
motor	-0.031	-0.029	-0.013	0.004	-0.009	-0.01	-0.005	0.103	-0.009	-0.014	0.004	0.018	0.003	0.015	0.021	0.001	0.016	-0.009	-0.004	-0.002	-0.007	-0.01	0.069	-0.012	-0.014	-0.006	0.008	-0.035	0.018	-0.005	-0.026	-0.004	-0.003	-0.014	0.01	-0.002	-0.006	-0.006	0.024	-0.008	0.002	0.058	-0.007	-0.003	-0.014	-0.007	0.022	-0.016	-0.007	-0.003	0.005	0.014	0.004	0.051	-0.029	-0.005	-0.028	0.142	0.012	-0.001	-0.01	-0.018	0.027	0.041	-0.026	-0.006	0.131	0	-0.011	0.012	-0.017	-0.001	-0.001	-0.035	-0.006	-0.009	0.119	-0.015	-0.038	-0.008	0.001	-0.001	-0.013	0.013	-0.012	-0.002	-0.005	-0.006	-0.005	-0.001	-0.004	0.06	-0.006	0.012	0.013	-0.002	0.009	0.006	0.157	-0.01
party	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
insurance	-0.013	-0.016	0.001	0.002	-0.004	0.023	-0.003	0.005	-0.004	0.002	0.011	0.067	0	-0.003	0.013	0.004	0.317	-0.004	-0.002	0.006	0.01	-0.005	0.01	-0.005	-0.003	-0.004	0.039	-0.009	0.034	-0.002	-0.012	-0.002	0.027	0.004	0.025	-0.003	-0.002	0	-0.001	-0.004	0.002	0.007	-0.003	-0.001	-0.008	-0.003	-0.004	0	0.119	-0.006	-0.004	-0.002	-0.006	-0.002	-0.012	0.006	-0.011	-0.003	0.018	0	0.005	-0.008	0.002	-0.004	-0.01	0.011	-0.002	0.01	-0.005	-0.002	-0.008	-0.001	0	-0.013	-0.007	-0.002	0.014	-0.007	-0.008	0.076	-0.002	-0.001	0.001	-0.001	0.003	-0.001	0.003	-0.002	-0.002	0.039	-0.002	0.013	-0.002	-0.006	-0.003	-0.004	-0.002	-0.005	0.064	-0.004
croatia	-0.02	-0.01	0.004	-0.008	0.014	0.014	0	-0.018	0.015	-0.006	-0.003	-0.01	0.038	-0.004	-0.007	-0.003	0.016	-0.006	-0.002	-0.002	-0.012	-0.004	-0.007	0.004	-0.009	-0.006	0.022	-0.015	-0.005	-0.003	-0.019	-0.003	0.004	0.131	-0.006	-0.001	-0.003	0.005	-0.002	0.012	0.002	-0.001	0.005	-0.002	0.017	-0.004	0.006	-0.002	0	-0.006	-0.005	-0.003	-0.01	-0.004	-0.013	-0.003	-0.01	-0.005	-0.002	0.012	-0.007	-0.009	0.028	-0.006	-0.014	-0.004	-0.003	-0.006	-0.007	-0.006	-0.015	-0.001	-0.001	-0.014	0.002	-0.001	-0.008	-0.01	-0.012	0.025	-0.004	-0.001	0.005	-0.002	0.176	0.003	0.001	-0.004	0.04	0.004	-0.003	0	0.007	0.004	-0.005	-0.006	0.014	-0.007	0.01	-0.006
citrus	0.775	-0.08	-0.04	-0.038	-0.03	-0.084	-0.021	-0.136	-0.03	-0.072	-0.006	-0.049	-0.072	-0.023	-0.036	-0.016	-0.025	-0.028	-0.012	-0.035	-0.064	-0.038	-0.048	-0.037	-0.044	-0.033	-0.03	-0.082	-0.021	-0.015	-0.09	-0.013	-0.024	-0.076	-0.029	-0.026	-0.018	-0.04	-0.01	-0.021	-0.043	-0.038	-0.038	-0.008	-0.017	-0.021	-0.029	-0.057	-0.023	-0.062	-0.028	-0.016	-0.045	-0.049	-0.096	-0.015	-0.086	-0.026	-0.1	-0.02	-0.043	-0.061	-0.054	-0.038	-0.08	-0.02	-0.09	-0.028	-0.033	-0.037	0.07	-0.004	-0.003	0.809	-0.053	-0.032	-0.04	-0.065	-0.094	-0.027	-0.018	-0.005	-0.039	-0.011	-0.036	-0.037	-0.017	-0.018	-0.015	-0.039	-0.014	-0.015	-0.019	-0.056	-0.025	-0.029	-0.084	-0.036	-0.032	-0.035
parasitology	-0.02	-0.036	-0.009	-0.006	-0.007	-0.016	-0.005	0.051	-0.007	-0.016	-0.003	-0.01	-0.008	-0.006	-0.008	-0.004	0.017	-0.007	-0.003	-0.008	0.02	0.104	0.026	-0.009	0.003	-0.006	-0.006	-0.007	-0.006	0.003	-0.019	-0.001	-0.003	-0.016	-0.007	0.015	-0.001	-0.005	-0.002	-0.005	-0.01	-0.009	-0.009	-0.002	0.289	-0.005	-0.007	0.036	0.018	-0.014	-0.006	-0.004	0.021	0.024	-0.017	-0.004	-0.008	-0.006	0.037	-0.005	-0.008	-0.013	-0.016	-0.009	-0.019	-0.005	0.018	-0.005	-0.008	0	-0.017	-0.001	-0.001	-0.023	-0.014	-0.008	0.046	-0.01	-0.027	-0.006	-0.004	-0.001	0.049	-0.003	-0.01	-0.006	-0.004	-0.004	0.005	-0.008	-0.003	-0.004	-0.004	-0.006	-0.005	0.105	0.024	-0.005	0.005	-0.007
offal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
live	-0.03	-0.038	-0.012	-0.004	-0.003	-0.016	-0.004	0.045	-0.009	-0.023	-0.004	-0.012	0.002	0.003	-0.011	-0.005	-0.009	-0.004	-0.004	-0.01	0.025	0.001	-0.014	0.008	-0.011	-0.003	-0.001	0.031	0	-0.005	-0.03	-0.004	-0.007	0.002	-0.009	0.018	-0.004	-0.011	-0.003	-0.006	0.001	-0.011	-0.012	-0.003	-0.01	-0.005	0.003	-0.011	-0.002	-0.016	-0.007	-0.005	0.018	0.025	0.007	0	0.099	-0.008	-0.018	-0.006	0.004	-0.017	-0.018	-0.012	-0.022	-0.006	0.203	-0.009	-0.007	-0.007	-0.021	-0.001	-0.001	-0.015	0.001	-0.01	0.007	-0.02	-0.034	0.041	-0.004	-0.001	0.045	0.002	0.002	-0.011	-0.005	-0.004	-0.005	-0.004	-0.004	-0.005	-0.006	-0.006	-0.007	-0.006	-0.015	-0.011	-0.01	-0.011
japan	-0.013	0.005	-0.001	0.027	-0.005	0.008	-0.003	-0.005	-0.005	0.002	0.018	0.005	-0.012	0.028	-0.006	-0.003	-0.005	-0.005	-0.002	0.033	-0.004	0.009	0.008	0.003	-0.007	-0.002	-0.003	-0.002	0.028	0.048	-0.016	0	-0.004	0.017	-0.004	-0.004	-0.003	-0.005	-0.002	-0.005	0	-0.006	-0.006	-0.001	0.018	0.003	-0.005	-0.003	0.112	-0.007	-0.005	-0.003	-0.006	-0.006	-0.015	-0.002	0.058	-0.004	0.049	-0.003	-0.008	-0.006	-0.008	-0.002	-0.013	-0.003	0.005	-0.005	-0.006	-0.006	-0.006	-0.001	0	0.006	-0.005	-0.005	-0.003	-0.01	-0.015	-0.003	-0.003	-0.001	-0.004	-0.002	-0.008	0.041	-0.003	-0.003	-0.002	-0.005	-0.002	0.019	0.004	0.001	0.026	0.004	-0.013	-0.006	0.027	-0.005
television	-0.012	0.021	-0.005	-0.005	-0.004	-0.008	-0.002	-0.004	-0.004	-0.005	-0.002	0.033	-0.007	0.121	0.002	-0.002	0.001	-0.003	-0.001	0.001	-0.004	-0.005	0.016	-0.002	-0.006	0.003	0.003	-0.015	0.002	-0.002	-0.012	-0.002	-0.003	-0.003	0.05	0.006	-0.002	0.007	-0.001	-0.004	-0.005	0.025	-0.005	-0.001	-0.007	-0.003	0.01	-0.007	0.101	-0.006	0.003	-0.002	-0.005	0.016	-0.012	-0.002	-0.011	-0.003	0.023	-0.002	-0.006	-0.007	-0.009	-0.005	-0.01	-0.002	-0.008	0	-0.004	0.003	-0.002	-0.001	0	-0.003	0.072	-0.003	-0.005	-0.004	-0.014	-0.003	-0.002	-0.001	-0.007	-0.001	-0.006	0.01	-0.002	-0.002	-0.002	-0.005	-0.002	0.031	0.011	-0.009	-0.003	0.013	-0.01	-0.002	0.01	-0.004
