Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X130	X131	X132	X133	X134	X135	X136	X137	X138	X139	X140	X141	X142	X143	X144	X145	X146	X147	X148	X149
yugoslav	-0.001	0	-0.005	-0.018	-0.019	-0.002	-0.006	-0.001	0.107	-0.019	-0.01	-0.005	-0.003	-0.002	-0.01	0.014	-0.002	-0.008	-0.002	0.031	-0.003	-0.011	-0.003	-0.005	-0.009	0.001	-0.007	-0.008	0.008	-0.001	-0.01	-0.002	-0.003	-0.006	-0.003	-0.001	-0.001	-0.004	0.001	-0.004	-0.003	0.001	0	-0.001	-0.003	0.024	0.004	-0.007	-0.01	-0.006	-0.004	-0.021	0.02	-0.008	0.018	-0.003	-0.014	-0.003	-0.004	0.002	-0.006	-0.003	-0.002	-0.003	-0.006	-0.001	-0.002	-0.003	-0.005	-0.003	-0.005	-0.001	-0.001	0.004	-0.013	-0.001	-0.002	-0.004	-0.005	-0.006	-0.004	-0.004	-0.006	0.004	0.009	-0.007	-0.007	-0.001	0	-0.008	0.001	-0.004	-0.003	-0.005	-0.002	-0.011	0.001	-0.002	-0.002	0.034	-0.006	-0.002	0.008	0.018	-0.01	0.021	-0.002	0.091	-0.007	-0.003	0.002	-0.002	-0.001	-0.009	-0.006	-0.004	0.004	-0.003	-0.016	-0.003	0.062	-0.032	0.656	-0.003	-0.006	-0.024	-0.003	0.013	-0.003	0	0.002	-0.007	-0.007	-0.004	-0.015	-0.001	-0.006	-0.004	-0.003	0	-0.004	-0.008	-0.011	-0.007	-0.006	-0.003	-0.008	-0.005	-0.002	-0.003
macedonia	-0.001	0	-0.005	-0.018	-0.019	-0.003	-0.006	-0.001	0.107	-0.019	-0.01	-0.006	-0.003	-0.002	-0.01	0.014	-0.002	-0.007	-0.002	0.03	-0.003	-0.011	-0.003	-0.005	-0.009	0.001	-0.007	-0.008	0.008	-0.001	-0.01	-0.002	-0.003	-0.006	-0.003	-0.001	-0.001	0.009	0	-0.004	-0.003	0.001	0	-0.001	-0.004	0.024	0.004	-0.007	-0.01	-0.006	-0.004	-0.021	0.02	-0.008	0.017	-0.003	-0.014	-0.003	-0.004	0.002	-0.006	-0.003	-0.002	-0.004	-0.006	-0.001	-0.002	-0.003	-0.006	-0.004	-0.005	-0.001	-0.001	0.003	-0.013	-0.001	-0.002	-0.004	-0.005	-0.006	-0.004	-0.004	-0.006	0.004	0.008	-0.007	-0.007	-0.001	0	-0.008	0.002	-0.004	-0.003	-0.005	-0.001	-0.011	0.001	-0.002	-0.003	0.034	-0.006	-0.002	0.007	0.018	-0.01	0.021	-0.002	0.09	-0.007	-0.003	0.002	-0.002	-0.001	-0.009	-0.006	-0.004	0.004	-0.003	-0.016	-0.003	0.062	-0.033	0.649	-0.003	-0.006	-0.025	-0.003	0.013	-0.003	0	0.002	-0.007	0.008	-0.004	-0.016	-0.001	-0.006	0.007	-0.001	0.001	-0.004	-0.001	-0.011	-0.008	-0.006	-0.003	-0.008	-0.005	-0.002	-0.003
forest	0	0.025	-0.003	0.049	-0.001	-0.001	-0.003	0	-0.01	-0.01	-0.008	-0.003	-0.003	-0.001	-0.005	-0.002	-0.001	0.012	-0.001	0.004	0.016	-0.006	-0.002	0.036	0.007	-0.003	-0.003	-0.004	-0.004	0	-0.005	-0.001	-0.002	-0.003	-0.001	0	0	0.026	-0.003	0.201	-0.002	-0.003	0.019	-0.001	0.044	-0.002	-0.004	0.002	-0.012	-0.003	-0.004	-0.007	-0.002	0.019	-0.004	-0.002	-0.007	-0.001	0.006	-0.002	-0.003	-0.003	-0.001	-0.002	-0.003	-0.002	0.004	-0.001	-0.006	-0.002	0.023	0.001	0	-0.005	-0.007	-0.001	-0.003	0.01	0.021	-0.003	-0.003	0.006	-0.003	-0.003	-0.004	0	-0.003	0.002	-0.001	0.002	0.011	-0.002	-0.001	-0.003	0.006	-0.006	-0.004	-0.001	-0.004	-0.004	-0.003	-0.001	0.002	-0.002	-0.004	-0.001	-0.004	-0.002	-0.003	0.068	-0.002	0.02	-0.005	0.002	-0.003	-0.002	0.044	-0.002	0	-0.002	-0.003	-0.004	-0.004	-0.002	-0.003	-0.013	-0.002	-0.004	-0.001	-0.007	-0.002	-0.003	0.061	-0.003	-0.014	-0.001	0.001	-0.002	-0.002	-0.002	-0.002	0.012	-0.007	0.045	-0.003	0.004	-0.004	-0.003	-0.001	-0.002
caledonia	0	-0.002	-0.002	-0.001	-0.005	-0.001	-0.002	0	-0.004	-0.006	-0.005	-0.002	-0.002	-0.001	-0.003	-0.002	-0.001	-0.005	-0.001	-0.006	-0.003	0.001	-0.001	-0.002	-0.003	-0.002	0	-0.003	-0.002	0	-0.003	-0.001	-0.001	-0.003	-0.001	0	0	-0.001	-0.002	-0.001	-0.001	-0.002	-0.002	0	-0.002	-0.001	-0.005	-0.003	0.065	-0.002	-0.003	-0.007	-0.001	0.01	-0.002	-0.001	-0.005	-0.001	-0.001	0.006	-0.002	-0.002	-0.001	0.027	-0.002	-0.001	-0.001	-0.001	-0.006	-0.001	-0.002	-0.001	0	-0.003	-0.005	0	-0.002	-0.001	-0.002	-0.002	-0.002	-0.001	-0.002	-0.002	-0.002	-0.003	0.001	-0.002	-0.002	-0.003	-0.003	-0.002	-0.001	-0.002	-0.003	0.001	-0.003	-0.001	-0.003	-0.003	-0.002	-0.001	-0.002	-0.001	-0.002	-0.001	0.013	-0.002	-0.002	-0.001	-0.001	-0.002	-0.003	-0.003	-0.002	-0.001	-0.005	-0.001	0.006	-0.001	0	0.003	-0.003	-0.001	-0.002	-0.009	-0.001	-0.003	-0.001	-0.002	-0.001	0.043	-0.003	-0.002	-0.01	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	-0.003	-0.005	-0.003	-0.002	-0.001	-0.003	-0.002	-0.001	-0.001
medicine	-0.001	-0.003	0.001	0.014	0.057	-0.002	-0.004	-0.001	-0.012	-0.012	0.013	-0.003	-0.004	-0.002	-0.002	-0.003	-0.001	-0.009	-0.001	0.006	-0.005	-0.005	-0.002	0.001	-0.001	-0.004	-0.004	0.006	-0.005	0	-0.006	-0.001	-0.002	0.055	-0.002	-0.001	-0.001	-0.002	-0.003	-0.002	-0.002	-0.003	-0.004	-0.001	-0.001	-0.002	-0.009	-0.004	0	-0.001	-0.004	-0.011	-0.003	0.001	-0.004	-0.002	-0.01	-0.002	-0.002	0.025	0.03	-0.001	-0.002	0.013	-0.004	-0.002	-0.002	-0.002	-0.011	-0.002	-0.003	0.011	0	-0.006	-0.006	-0.001	-0.004	0.001	-0.004	0	-0.004	0.018	0.015	-0.002	-0.004	-0.005	-0.004	-0.003	-0.003	-0.005	0.01	-0.003	-0.002	0.001	0.004	0.001	0.007	-0.001	0.014	-0.005	-0.004	-0.002	0.01	0.013	-0.006	-0.002	0.029	-0.003	-0.004	-0.002	-0.002	-0.004	-0.006	-0.005	-0.004	-0.003	0.025	-0.002	0.002	-0.002	-0.004	-0.019	-0.005	-0.002	-0.004	-0.016	-0.002	-0.005	-0.002	-0.005	-0.003	-0.004	-0.005	-0.002	-0.012	-0.001	-0.004	-0.002	0.001	-0.003	-0.003	-0.005	-0.003	-0.005	0	-0.002	-0.005	-0.004	-0.001	-0.002
bremen	0	-0.001	-0.001	-0.004	-0.004	0	-0.001	0	-0.003	-0.004	-0.003	-0.001	-0.001	0	-0.002	-0.001	0	0.003	0	-0.004	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	0	-0.002	0	-0.001	-0.002	-0.001	0	0	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	0	-0.001	-0.001	-0.003	-0.002	-0.005	-0.001	0.014	0.006	-0.001	-0.003	-0.001	-0.001	-0.003	-0.001	-0.001	-0.003	-0.001	-0.001	0	-0.004	-0.001	-0.001	-0.001	-0.001	-0.003	-0.001	-0.001	-0.001	0	-0.002	-0.003	0	0.012	-0.001	-0.001	-0.001	0.016	-0.001	-0.001	-0.001	-0.001	-0.001	-0.001	-0.003	-0.001	0.027	-0.002	-0.001	-0.001	-0.001	-0.002	-0.002	-0.002	0	0.054	-0.002	-0.001	0	-0.001	-0.001	0.001	-0.001	-0.001	0.006	-0.001	-0.001	-0.001	-0.001	-0.002	-0.002	-0.001	-0.001	0.04	-0.001	-0.002	-0.001	-0.001	-0.007	-0.002	-0.001	-0.001	-0.005	-0.001	-0.002	-0.001	-0.003	-0.001	-0.001	-0.001	0.009	-0.006	0	-0.001	-0.001	-0.001	-0.001	-0.001	0.006	-0.003	-0.001	-0.001	-0.001	-0.002	-0.001	0	-0.001
bankruptcy	0	-0.001	-0.001	-0.004	-0.005	-0.001	-0.002	0	-0.002	-0.005	-0.004	-0.001	-0.001	-0.001	-0.002	0.026	-0.001	0.01	-0.001	0.002	-0.002	-0.002	0.062	-0.001	-0.002	-0.001	0.014	0.009	-0.002	0	-0.002	0	-0.001	-0.002	-0.001	0	0	-0.001	-0.001	-0.001	-0.001	-0.001	-0.002	0	-0.001	-0.001	-0.003	-0.002	-0.006	-0.001	0.01	0.026	-0.001	0.006	-0.002	-0.001	-0.004	-0.001	-0.001	-0.002	-0.001	-0.001	-0.001	-0.004	-0.001	-0.001	-0.001	-0.001	-0.004	-0.001	-0.001	-0.001	0	-0.002	0.001	0	0.023	-0.001	-0.002	-0.001	0.017	-0.001	-0.001	-0.002	-0.002	-0.002	-0.002	-0.003	-0.001	-0.002	0.001	-0.001	-0.001	-0.001	-0.002	-0.003	0.063	0	0.034	-0.002	-0.001	-0.001	-0.002	-0.001	0	-0.001	-0.002	0.005	-0.002	-0.001	0.079	-0.002	0.006	-0.002	-0.002	-0.001	-0.002	-0.001	-0.003	-0.001	-0.001	-0.01	-0.002	-0.001	0.007	-0.006	-0.001	-0.002	-0.001	0.059	-0.001	-0.002	-0.002	0.007	-0.007	0	-0.001	-0.001	-0.001	-0.001	-0.001	0.005	-0.003	-0.002	-0.002	-0.001	-0.002	-0.002	-0.001	-0.001
drug	-0.001	-0.006	-0.004	-0.004	0.26	-0.004	-0.009	-0.001	-0.013	-0.026	-0.019	-0.008	-0.002	-0.003	-0.013	-0.005	-0.001	-0.003	-0.003	-0.012	-0.01	-0.015	-0.005	-0.008	-0.001	-0.008	-0.007	-0.012	-0.003	-0.001	-0.007	-0.002	-0.001	0.035	-0.004	-0.001	-0.001	-0.005	0.004	-0.006	-0.005	-0.008	-0.009	-0.002	-0.005	-0.005	-0.013	-0.009	0.024	0.005	0	-0.03	-0.006	-0.007	-0.008	0.002	-0.022	-0.002	-0.005	-0.014	-0.008	-0.005	-0.003	-0.011	-0.009	-0.004	-0.004	0	-0.024	-0.005	-0.006	0.012	-0.001	-0.013	-0.02	-0.002	-0.009	0	-0.009	-0.002	-0.008	-0.005	-0.007	-0.002	0.004	-0.011	-0.009	-0.013	-0.004	-0.01	-0.003	-0.005	-0.004	-0.008	0.009	0.017	0.012	-0.002	-0.002	0	-0.006	-0.004	-0.007	0.02	-0.014	-0.004	0.011	-0.007	-0.006	-0.005	-0.005	-0.009	-0.008	-0.014	0.001	-0.006	-0.002	-0.005	0.012	-0.005	-0.007	0.009	-0.007	0	-0.009	-0.037	-0.005	-0.012	-0.004	-0.016	-0.006	-0.01	-0.003	-0.006	-0.036	-0.002	0.05	-0.005	-0.004	-0.007	-0.004	0.039	-0.011	0.006	-0.009	-0.005	-0.009	-0.004	0.008	-0.004
magnetic	0	0.019	-0.002	0.003	-0.008	-0.001	-0.003	0	-0.008	-0.008	-0.003	-0.002	0.007	-0.001	-0.004	-0.002	-0.001	0.094	-0.001	0.013	-0.004	-0.005	-0.001	-0.002	-0.002	-0.002	-0.003	-0.003	-0.003	0	-0.004	-0.001	-0.001	-0.004	-0.001	0	0	-0.002	-0.002	-0.002	-0.001	-0.002	-0.003	0	-0.002	-0.002	-0.006	-0.004	-0.01	-0.003	0.019	-0.006	-0.002	0.011	-0.003	-0.001	-0.005	-0.001	-0.002	-0.007	-0.002	-0.002	-0.001	-0.006	-0.003	-0.001	-0.002	-0.001	-0.007	0.019	-0.002	-0.002	0	-0.004	-0.006	-0.001	-0.003	-0.002	-0.003	-0.002	-0.002	-0.002	-0.002	-0.003	-0.003	-0.002	-0.003	-0.005	-0.002	-0.003	-0.001	0.011	-0.001	-0.002	-0.003	-0.005	0.004	-0.001	-0.003	-0.003	-0.002	-0.001	-0.003	-0.001	-0.004	-0.001	0.006	-0.002	-0.003	-0.001	-0.002	-0.003	-0.004	-0.004	-0.003	-0.002	-0.006	-0.001	0.036	-0.001	-0.003	-0.009	-0.003	-0.001	-0.003	-0.011	0.006	-0.004	-0.001	-0.006	-0.002	-0.003	-0.003	-0.002	0.032	-0.001	0.039	-0.002	-0.001	-0.002	-0.002	-0.003	-0.006	-0.001	-0.003	-0.001	-0.004	-0.003	-0.001	0.011
faeroes	-0.001	-0.002	-0.003	-0.007	-0.009	-0.001	-0.003	0	0.009	-0.009	-0.004	-0.003	-0.003	-0.001	-0.005	-0.002	-0.001	0.004	-0.001	-0.009	-0.002	0.038	-0.002	-0.003	-0.005	-0.003	-0.003	-0.002	0.003	0	-0.005	-0.001	-0.002	-0.005	-0.001	0	0	-0.002	-0.003	-0.002	-0.002	-0.003	-0.004	-0.001	-0.003	-0.002	-0.007	-0.005	0.022	-0.003	0.005	-0.011	-0.002	-0.008	-0.004	-0.002	-0.008	0.014	-0.002	0.014	-0.003	-0.003	-0.001	0.006	-0.003	0.009	-0.002	-0.001	-0.003	-0.002	-0.003	-0.002	0	-0.005	-0.007	-0.001	-0.003	-0.002	-0.003	0.003	-0.001	-0.002	-0.003	-0.003	-0.004	-0.004	-0.003	-0.001	-0.003	-0.004	-0.004	-0.002	-0.001	-0.003	-0.004	-0.006	-0.004	-0.001	0.013	-0.005	-0.003	-0.001	0.013	-0.002	0.024	-0.001	-0.004	-0.003	-0.004	-0.002	-0.002	-0.003	-0.005	-0.005	-0.003	-0.002	-0.007	-0.002	0.005	-0.002	-0.003	0.015	-0.004	-0.002	-0.003	-0.014	-0.002	-0.004	-0.001	0.013	-0.002	0.112	-0.004	-0.003	-0.003	-0.001	-0.003	-0.002	-0.002	0.054	-0.002	-0.004	-0.007	-0.004	-0.003	-0.002	-0.004	-0.004	-0.001	-0.002
ombudsman	0	0.194	-0.002	-0.003	-0.007	-0.001	-0.002	0	-0.007	-0.007	-0.006	-0.002	-0.002	-0.001	-0.004	-0.002	-0.001	-0.005	-0.001	-0.007	0.004	-0.004	-0.001	-0.002	-0.004	0.018	0.007	-0.003	-0.003	0	-0.004	-0.001	-0.001	-0.004	-0.001	0	0	-0.001	-0.002	-0.001	-0.001	0.02	-0.002	0	-0.002	-0.001	-0.005	-0.003	-0.009	-0.002	0	-0.008	-0.002	-0.006	-0.003	-0.001	-0.006	-0.001	-0.001	0.053	-0.002	-0.002	0.041	-0.007	-0.002	-0.001	-0.001	-0.001	-0.006	-0.001	-0.002	-0.002	0.364	-0.003	0.008	-0.001	-0.002	-0.001	-0.002	-0.002	-0.002	-0.001	-0.002	-0.002	-0.003	-0.003	-0.002	-0.002	-0.002	-0.003	0.159	-0.002	-0.001	-0.002	0.038	-0.004	0	-0.001	-0.003	-0.003	-0.002	-0.001	-0.002	-0.001	-0.004	-0.001	-0.003	-0.002	-0.003	0.068	-0.001	-0.002	-0.003	-0.004	-0.002	-0.002	-0.005	-0.001	-0.006	-0.001	-0.002	0.001	-0.003	-0.001	-0.002	-0.01	-0.001	-0.003	-0.001	-0.005	-0.001	-0.003	-0.003	-0.002	-0.008	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	-0.003	-0.005	-0.003	-0.002	-0.001	-0.003	-0.003	-0.001	-0.001
angola	-0.001	-0.003	-0.003	0.001	-0.011	-0.001	-0.004	0	0.061	-0.01	-0.008	-0.003	0.001	-0.001	0.023	-0.003	-0.001	0.018	-0.001	0.009	-0.005	0.025	-0.002	-0.003	-0.006	-0.003	-0.004	0.009	-0.004	0	-0.003	-0.001	-0.002	-0.005	-0.001	0	-0.001	-0.002	-0.003	-0.002	-0.002	-0.003	-0.004	-0.001	0.001	-0.002	-0.006	-0.005	-0.013	0.086	-0.006	-0.007	-0.002	-0.001	-0.004	0.006	0.003	-0.001	-0.002	-0.009	-0.003	-0.003	-0.001	0.001	-0.003	-0.002	-0.002	-0.002	0.003	-0.002	-0.003	-0.002	0	-0.005	0.006	-0.001	-0.004	-0.002	-0.004	-0.003	-0.003	0.004	-0.003	-0.003	-0.004	-0.004	-0.004	-0.007	-0.003	-0.001	-0.004	-0.002	-0.001	0.011	-0.005	0.003	0.001	-0.001	0.017	0.064	0.008	-0.001	-0.004	-0.002	-0.006	-0.002	-0.004	-0.003	-0.004	-0.002	-0.002	-0.004	-0.005	-0.005	0.013	0.003	0.005	-0.002	-0.01	-0.002	-0.003	-0.015	-0.005	-0.002	0.007	-0.014	-0.002	-0.005	-0.002	0.015	0.016	-0.004	-0.004	-0.003	-0.016	-0.001	-0.003	-0.002	-0.002	-0.003	0.066	-0.004	-0.006	-0.004	-0.004	-0.002	-0.003	-0.004	-0.001	-0.002
agency	-0.003	0.004	-0.011	-0.02	-0.027	-0.002	-0.017	-0.002	-0.017	0.097	-0.039	-0.011	0.002	-0.007	-0.013	-0.005	-0.005	-0.027	-0.006	0	-0.004	-0.03	-0.005	0.002	-0.019	-0.016	0.003	0.085	0.009	-0.002	-0.008	0.016	-0.003	0.672	-0.007	0.004	-0.002	0.044	0.004	-0.01	-0.004	-0.002	0.003	-0.003	0.017	-0.009	0.018	-0.005	-0.048	-0.014	0.003	0.223	0.004	-0.013	-0.007	-0.004	-0.022	-0.007	-0.004	-0.03	-0.012	-0.008	0.021	0.012	0.107	0.007	-0.007	-0.008	-0.029	-0.003	-0.013	-0.012	-0.001	0.033	0.145	-0.004	-0.007	-0.007	-0.009	0.033	-0.016	-0.01	-0.014	-0.01	-0.019	-0.017	-0.006	-0.016	0.006	-0.019	0.038	-0.01	-0.007	-0.014	0.05	-0.013	-0.014	-0.004	0.024	-0.019	-0.011	0.007	-0.009	-0.001	-0.016	-0.008	-0.016	-0.008	-0.019	-0.002	-0.005	-0.013	-0.024	-0.013	-0.007	-0.001	-0.029	-0.008	-0.04	-0.009	0.011	0.064	-0.012	-0.008	0.002	-0.061	-0.009	0.025	-0.008	0.008	-0.01	-0.013	-0.015	-0.01	-0.077	-0.004	0.044	-0.01	-0.006	-0.005	-0.011	0.004	-0.005	0.01	-0.01	-0.01	-0.021	0.008	-0.006	-0.008
eib	-0.001	-0.003	-0.004	-0.013	-0.014	-0.002	-0.004	-0.001	-0.004	-0.014	-0.011	-0.004	-0.004	-0.002	0.006	-0.003	-0.002	0.003	-0.002	-0.005	-0.005	-0.008	-0.002	0.011	-0.007	-0.004	-0.005	-0.006	0.005	0	0.012	-0.001	-0.002	-0.003	0.01	-0.001	-0.001	-0.003	-0.004	-0.003	-0.003	-0.004	-0.003	-0.001	-0.004	-0.003	-0.001	-0.003	-0.016	-0.004	-0.007	-0.01	-0.003	-0.011	-0.001	-0.002	-0.011	-0.002	-0.003	-0.001	-0.004	-0.001	-0.002	-0.013	-0.001	-0.002	-0.003	0.011	-0.012	-0.003	-0.004	-0.003	0	-0.007	0.009	-0.001	0.108	-0.003	-0.005	-0.004	-0.004	-0.003	-0.004	-0.005	-0.005	-0.003	-0.005	-0.009	-0.003	0.133	-0.006	-0.003	-0.002	-0.003	-0.003	-0.008	-0.002	-0.001	-0.006	0.008	0.014	0.015	-0.005	0.076	-0.007	-0.002	-0.005	-0.004	-0.005	-0.002	-0.003	-0.005	-0.005	-0.005	-0.005	-0.001	0.208	0.036	-0.012	-0.002	0.001	-0.036	0.02	-0.002	-0.004	-0.019	-0.002	-0.006	0.02	-0.009	0.005	-0.003	-0.002	0.001	-0.021	-0.001	-0.004	-0.003	-0.002	-0.003	0.055	0.003	-0.01	-0.005	-0.005	0.178	-0.006	-0.002	-0.002	0.004
reconstruction	0	0.004	-0.002	-0.006	-0.007	0.026	-0.002	0	0.003	-0.006	-0.005	-0.002	-0.002	-0.001	0.001	-0.002	-0.001	-0.005	-0.001	-0.006	0.084	-0.004	-0.001	-0.002	-0.003	-0.002	0.01	-0.003	-0.002	0	-0.003	-0.001	-0.001	0.015	0.004	0	0	0.006	-0.002	-0.001	-0.001	-0.002	-0.002	0	-0.002	-0.001	-0.005	-0.003	-0.008	-0.002	0.017	-0.007	-0.001	-0.005	0.084	-0.001	-0.005	-0.001	-0.001	0.001	-0.002	-0.002	-0.001	-0.006	-0.002	-0.001	-0.001	-0.001	-0.006	-0.001	-0.002	-0.001	0	-0.003	0	0	0.025	-0.001	-0.002	-0.002	-0.002	-0.001	-0.002	-0.002	-0.002	-0.003	-0.002	-0.004	-0.002	-0.003	0.006	-0.002	-0.001	-0.002	0.058	-0.004	0	-0.001	-0.003	0.008	0.036	-0.001	-0.002	0.029	-0.003	-0.001	-0.003	-0.002	-0.002	-0.001	0.068	0.023	-0.003	0.009	-0.002	-0.001	0.029	0.017	-0.006	-0.001	0.006	-0.01	0.005	-0.001	-0.002	-0.009	0.016	-0.003	0.009	-0.005	0.014	-0.002	-0.001	0.002	-0.01	-0.001	-0.002	-0.001	-0.001	-0.002	-0.001	0	-0.005	-0.003	-0.002	0.057	-0.003	-0.002	-0.001	-0.001
disaster	-0.001	-0.003	0.046	-0.001	-0.011	-0.001	-0.004	-0.001	0.01	-0.011	-0.009	-0.003	-0.003	-0.001	0.376	-0.003	-0.001	-0.008	-0.001	-0.005	0.209	-0.007	-0.002	-0.003	-0.006	-0.003	-0.004	-0.005	-0.004	0	-0.006	-0.001	-0.002	-0.006	-0.002	-0.001	-0.001	-0.002	0.027	0.016	-0.002	-0.003	-0.004	-0.001	-0.003	-0.002	0.001	-0.006	-0.014	-0.004	0.006	-0.013	0.017	-0.007	-0.001	-0.002	-0.008	-0.002	-0.002	-0.001	-0.003	-0.003	0.019	-0.011	-0.004	0.003	0.002	0.015	-0.008	-0.002	-0.003	-0.003	0	0.023	-0.006	-0.001	0.012	-0.002	0.012	0.007	-0.003	-0.002	-0.003	-0.004	-0.004	-0.004	0.012	-0.008	-0.003	0.125	-0.003	-0.003	-0.002	-0.003	-0.003	-0.006	-0.003	-0.001	-0.005	-0.005	0.006	-0.001	0	0.015	-0.006	-0.002	-0.004	-0.003	-0.004	-0.002	0.008	-0.001	0.012	-0.003	-0.004	-0.003	0.024	-0.002	-0.001	-0.002	-0.002	-0.024	-0.003	-0.002	-0.004	-0.015	-0.002	-0.005	-0.002	-0.008	-0.002	-0.004	0.039	-0.001	-0.013	-0.001	-0.003	-0.002	-0.002	-0.003	-0.002	0.019	-0.008	-0.004	-0.004	0.032	-0.005	-0.004	-0.001	-0.002
loss	-0.001	-0.003	-0.003	-0.012	-0.012	-0.002	-0.003	-0.001	-0.006	-0.012	-0.008	-0.003	-0.001	-0.002	-0.003	-0.003	-0.001	-0.008	-0.001	-0.01	0.001	-0.006	-0.002	-0.003	-0.006	-0.004	-0.002	-0.005	0.008	0	-0.006	-0.001	-0.002	-0.006	0.012	-0.001	-0.001	-0.002	-0.003	-0.002	0.024	-0.003	0.003	-0.001	-0.003	-0.002	0.001	-0.001	-0.01	-0.004	-0.006	0.075	-0.003	-0.009	0.001	-0.002	-0.006	0.047	-0.002	-0.003	-0.003	-0.001	-0.002	-0.008	-0.004	-0.002	-0.002	-0.002	-0.01	-0.002	-0.003	-0.003	0	-0.006	-0.005	-0.001	0.129	-0.002	-0.004	-0.004	0.001	-0.002	-0.004	-0.004	0.052	-0.002	-0.004	-0.008	-0.003	-0.005	-0.005	-0.003	-0.002	-0.004	-0.002	-0.007	-0.003	-0.001	-0.005	-0.005	0.007	-0.002	-0.004	0.014	-0.006	-0.002	-0.005	-0.002	-0.004	-0.002	-0.002	-0.004	-0.006	0.018	-0.004	-0.003	0.011	0.042	-0.011	-0.002	0	0.018	0.022	-0.002	-0.004	0.007	-0.002	-0.005	0.021	-0.009	-0.003	0.007	0.041	-0.001	-0.018	-0.001	-0.004	-0.002	-0.002	-0.003	-0.003	-0.005	0.023	-0.005	0.005	0.17	-0.005	-0.004	0.012	0.006
gatt	-0.001	0.003	-0.006	-0.016	-0.019	-0.003	-0.007	-0.001	0.052	-0.019	-0.003	-0.003	-0.001	-0.003	-0.008	-0.005	0.015	0.027	-0.002	0.008	-0.008	-0.011	-0.003	-0.006	-0.011	-0.006	0.001	0.016	-0.008	-0.001	0.021	-0.002	-0.003	-0.006	-0.003	-0.001	-0.001	-0.004	0	-0.004	-0.003	-0.006	-0.007	-0.001	0.012	-0.001	0.015	-0.003	-0.014	-0.006	-0.002	-0.021	0.008	0.004	-0.007	0.017	-0.011	-0.003	-0.002	-0.011	-0.005	-0.006	-0.003	0.005	-0.006	-0.003	0.004	-0.003	0.093	-0.004	-0.006	-0.004	-0.001	0.001	-0.015	-0.001	-0.003	-0.004	-0.003	-0.004	-0.005	-0.004	-0.005	-0.004	0.11	-0.008	-0.003	0.009	-0.005	-0.009	-0.004	-0.005	-0.003	-0.006	-0.007	-0.011	0.002	-0.002	-0.009	-0.009	-0.006	-0.003	-0.007	-0.003	-0.008	0.015	-0.008	-0.005	-0.007	-0.004	0.01	-0.007	-0.001	-0.01	-0.007	-0.004	-0.014	-0.003	-0.018	0.043	-0.006	-0.002	0.004	-0.003	-0.007	-0.022	-0.003	0.006	-0.003	0.102	-0.004	-0.007	-0.008	-0.005	0.015	-0.002	0.016	-0.004	-0.002	-0.005	-0.004	-0.008	0.008	-0.006	-0.007	-0.004	-0.008	-0.001	-0.002	0
single	-0.001	-0.006	-0.004	-0.002	-0.02	-0.003	-0.008	-0.001	-0.02	0.037	-0.009	0.009	0	-0.003	-0.002	0.013	-0.003	-0.007	0.023	-0.017	0.021	-0.015	-0.004	0.008	-0.011	-0.008	0.015	0.041	-0.008	-0.001	-0.014	0.003	-0.004	0.208	-0.004	-0.001	-0.001	0.007	0.024	-0.005	-0.005	0.017	0.03	-0.001	0.027	-0.005	-0.01	0.002	-0.03	0.001	0.027	0.064	0.005	0.001	-0.009	-0.004	0.002	-0.004	-0.005	-0.018	-0.005	0.025	-0.003	0.006	-0.008	-0.004	-0.005	-0.004	-0.016	0.001	-0.006	0.013	-0.001	0.028	0.106	-0.002	0.003	-0.005	0.001	0.009	-0.007	0.01	-0.006	0	-0.006	-0.008	0.004	-0.002	0.012	-0.011	0.027	-0.006	0.002	-0.007	-0.001	-0.004	-0.01	-0.002	0.034	-0.012	-0.008	-0.003	-0.009	-0.004	-0.01	-0.004	-0.008	-0.005	-0.009	-0.001	-0.002	-0.007	-0.005	-0.011	0.001	0.005	0	-0.004	-0.005	-0.004	-0.006	0.039	-0.011	-0.004	0.018	-0.024	0.021	-0.01	-0.004	-0.007	0.003	-0.009	0.001	0.046	-0.037	-0.002	-0.005	-0.005	-0.004	0.011	-0.005	0.019	0.007	0.017	-0.009	-0.005	-0.011	-0.007	-0.003	0
