Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79
professional	0.033	-0.003	-0.004	-0.003	0.001	0.017	-0.003	0.026	-0.017	-0.017	-0.003	-0.003	-0.002	0	-0.004	-0.003	-0.011	-0.009	0.054	-0.003	-0.004	0.054	-0.011	0.001	-0.001	-0.004	-0.003	0.004	-0.003	-0.001	-0.002	-0.009	0.004	0.059	-0.004	-0.005	-0.002	0.027	-0.003	-0.002	0.005	-0.013	0.001	0.001	-0.004	-0.015	-0.002	0.026	-0.002	0.001	0	0.074	0.013	-0.003	-0.003	0.058	-0.002	-0.007	0.001	0.004	-0.005	-0.011	0.028	-0.005	-0.001	-0.004	-0.019	0.007	0.047	0.007	-0.004	0.01	0.056	0.046	0.009	0.14	-0.001	-0.006	-0.007	-0.018
cheese	-0.001	0	-0.007	-0.01	-0.005	-0.008	-0.008	-0.009	-0.014	-0.03	-0.005	-0.005	-0.011	0	-0.009	-0.006	-0.018	-0.003	0.031	-0.005	-0.004	-0.016	-0.02	-0.011	0.045	-0.006	0.004	0.15	-0.003	-0.01	0.012	-0.009	0	-0.008	-0.008	-0.009	-0.008	-0.013	-0.005	-0.009	-0.006	-0.021	0.011	-0.006	-0.008	-0.026	0.022	-0.012	-0.004	-0.008	-0.012	-0.005	-0.006	-0.012	-0.018	-0.008	-0.003	-0.013	0.031	0.003	0.043	-0.021	-0.016	-0.016	-0.002	-0.007	0.003	-0.01	-0.002	-0.008	-0.007	-0.006	-0.009	-0.003	0.003	-0.005	-0.002	-0.01	-0.013	0.026
colombia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
guatemala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kazakhstan	-0.005	-0.002	-0.002	0.087	-0.002	-0.003	-0.003	-0.003	0.001	-0.009	-0.002	-0.002	0.051	0.02	-0.004	-0.002	-0.008	-0.005	-0.005	-0.002	-0.002	-0.006	-0.007	-0.001	0	-0.004	-0.002	-0.01	-0.002	0.017	-0.001	-0.004	-0.002	-0.003	0.192	0.005	-0.003	-0.004	-0.002	0.004	-0.003	-0.009	-0.002	0.008	-0.003	-0.003	-0.002	0.02	-0.001	-0.003	-0.004	-0.002	-0.002	0.004	-0.006	-0.003	-0.001	-0.004	0.001	-0.004	-0.006	-0.003	-0.005	0	-0.001	-0.002	-0.006	-0.003	-0.001	-0.003	-0.002	-0.002	-0.003	-0.002	0.003	-0.002	-0.001	-0.004	-0.005	-0.013
commissioner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
work	0.038	-0.004	0	-0.007	-0.005	-0.006	0.003	0.007	-0.024	-0.025	-0.004	-0.005	0.007	-0.002	-0.009	0.002	0	-0.013	0.016	-0.004	-0.005	0.036	-0.004	0.007	-0.001	-0.003	0.005	0.005	0.029	-0.004	0.01	-0.009	0.002	0.049	0.004	0.011	0.018	0.048	-0.005	-0.007	0.005	-0.014	-0.004	-0.007	-0.006	-0.019	-0.004	0.012	-0.001	-0.006	0.018	0.008	-0.004	-0.008	0.005	0.026	0.007	-0.009	0.054	-0.008	-0.013	-0.016	0.027	-0.011	-0.001	-0.005	-0.026	0.038	-0.001	0.015	-0.005	-0.004	0.16	-0.002	0.024	0.006	-0.002	-0.009	-0.012	-0.018
contract	-0.059	-0.023	-0.03	-0.081	-0.021	-0.035	-0.02	-0.038	0.129	-0.138	-0.02	-0.026	-0.048	-0.021	-0.056	-0.029	0.078	0.018	-0.1	-0.024	-0.029	0.034	0.544	-0.04	-0.006	-0.046	-0.027	-0.113	-0.011	-0.044	-0.015	-0.041	-0.024	-0.045	-0.032	-0.032	-0.034	-0.057	-0.029	-0.038	-0.031	0.888	-0.013	-0.041	-0.033	-0.078	-0.017	-0.03	-0.017	-0.034	-0.046	-0.022	-0.025	-0.061	-0.081	-0.042	-0.011	-0.056	-0.15	-0.047	-0.072	0.001	-0.031	-0.074	-0.008	-0.023	0.267	-0.042	-0.008	-0.025	-0.028	-0.024	-0.038	-0.02	-0.043	-0.024	-0.011	-0.044	-0.061	-0.052
private	0	-0.004	-0.005	-0.012	0.041	-0.006	-0.006	-0.005	0.052	-0.026	-0.004	-0.004	-0.006	-0.004	-0.005	-0.005	0.017	-0.009	0	-0.004	-0.005	-0.007	-0.014	0.016	-0.001	-0.008	-0.005	-0.01	-0.004	-0.008	-0.003	-0.012	-0.005	-0.008	0.004	-0.006	-0.006	-0.009	-0.005	-0.005	0.002	0.015	-0.004	-0.008	-0.004	-0.016	-0.004	-0.009	-0.003	-0.006	-0.004	0.003	-0.004	-0.009	-0.014	0.017	-0.002	-0.009	-0.005	0	-0.016	-0.016	-0.012	-0.009	-0.001	-0.005	-0.023	-0.006	-0.001	-0.006	-0.005	-0.004	-0.007	0	-0.004	-0.003	-0.002	-0.006	-0.012	0.074
sector	0.012	-0.002	-0.003	-0.007	0	-0.003	-0.003	-0.003	-0.012	-0.011	-0.002	-0.002	0.001	-0.002	0.003	-0.003	-0.008	0.003	-0.008	-0.002	-0.003	0.005	-0.008	0.054	-0.001	-0.004	-0.002	0.026	0.004	-0.004	-0.001	-0.006	-0.003	-0.004	0.017	0.096	-0.003	0	-0.003	-0.001	0.026	-0.005	-0.002	-0.004	0	-0.011	-0.002	-0.002	-0.001	-0.003	-0.004	0.011	-0.002	0.004	0.02	0.019	-0.001	-0.005	-0.004	0.008	0.018	-0.007	-0.001	-0.006	-0.001	-0.003	-0.01	-0.003	-0.001	0.003	-0.003	-0.002	-0.004	0.008	0.033	0	-0.001	-0.004	-0.006	0.001
cohesion	0	-0.007	-0.006	-0.025	-0.009	-0.01	0.002	-0.012	-0.05	-0.046	-0.007	-0.007	-0.005	-0.007	0.763	-0.003	-0.056	-0.012	-0.03	0.001	-0.009	-0.011	-0.027	-0.008	-0.002	-0.012	0.014	-0.02	-0.007	-0.013	-0.005	-0.013	0	-0.013	-0.011	-0.004	0.02	-0.018	-0.009	-0.012	-0.005	-0.034	-0.007	-0.013	-0.009	-0.035	-0.006	-0.004	0.001	-0.011	-0.017	-0.007	-0.008	0	0.123	-0.014	0.001	-0.017	-0.047	-0.006	-0.001	-0.028	-0.018	-0.014	-0.002	-0.009	-0.048	0.1	-0.002	-0.005	-0.009	-0.008	0.004	-0.01	-0.01	0.012	-0.003	-0.016	-0.021	0.007
fifg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
commitment	-0.01	-0.005	-0.006	-0.006	-0.006	-0.008	-0.007	-0.008	-0.034	-0.032	-0.005	-0.006	-0.011	-0.005	0.006	-0.006	-0.054	-0.005	-0.028	-0.005	-0.006	-0.014	-0.018	-0.007	-0.001	-0.01	0.029	0	-0.005	-0.009	-0.003	-0.006	0.014	-0.009	-0.007	-0.008	-0.007	-0.011	-0.006	-0.008	-0.008	-0.023	0.005	-0.006	0.638	-0.019	-0.002	-0.009	-0.004	-0.007	-0.012	-0.005	-0.005	-0.006	0.444	-0.008	-0.003	-0.01	-0.034	-0.012	-0.019	-0.019	-0.015	-0.013	-0.002	-0.006	-0.032	0.006	-0.002	-0.005	-0.006	-0.005	-0.006	-0.007	-0.015	0.007	0.005	-0.009	-0.015	-0.035
peripheral	-0.005	-0.003	-0.004	-0.01	-0.004	-0.004	0	-0.005	-0.016	-0.016	-0.003	-0.003	-0.006	-0.003	0.04	-0.003	0.022	-0.009	-0.013	-0.003	-0.004	-0.01	-0.008	-0.006	-0.001	-0.004	-0.003	-0.001	-0.003	-0.005	-0.002	-0.008	0.001	-0.005	-0.004	-0.005	-0.004	-0.006	-0.003	-0.005	-0.005	-0.013	-0.003	-0.006	-0.003	-0.009	-0.002	-0.007	-0.002	-0.004	0.01	-0.003	-0.003	-0.006	-0.009	-0.006	-0.002	-0.007	-0.005	-0.007	0.018	-0.006	-0.009	0.006	-0.001	-0.004	-0.007	0.001	-0.001	-0.004	-0.004	-0.003	-0.005	-0.002	0.002	0	-0.001	-0.006	-0.008	0.079
rural	0.107	0.027	-0.006	-0.011	-0.007	0.001	-0.008	-0.008	-0.035	-0.032	-0.005	-0.006	-0.009	-0.005	0.232	0.003	-0.029	0.033	-0.012	0.007	-0.006	0.053	-0.019	-0.007	-0.001	-0.01	0.031	0.012	0.003	-0.009	-0.002	0.046	-0.006	-0.008	-0.008	-0.001	-0.007	-0.012	-0.006	-0.008	-0.003	-0.024	0	-0.01	-0.008	-0.018	0.02	0.018	-0.004	-0.008	-0.012	-0.005	-0.005	0.119	0.135	-0.009	-0.003	-0.012	-0.029	-0.013	0.034	-0.02	-0.008	-0.015	-0.002	-0.006	-0.031	0.028	-0.002	-0.005	-0.006	-0.005	-0.009	-0.004	-0.01	0.014	-0.002	-0.011	-0.015	0.004
geographical	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
population	0.004	-0.002	-0.003	-0.008	-0.003	0.007	-0.004	-0.002	-0.018	-0.016	-0.002	-0.003	0.006	-0.002	0.008	-0.003	-0.023	-0.008	0.068	-0.003	0.016	0.002	0.048	-0.001	-0.001	0.001	-0.003	0.002	-0.002	-0.005	0.002	-0.006	-0.003	-0.005	-0.004	-0.004	0.074	-0.006	0	-0.003	-0.002	-0.012	-0.002	-0.005	-0.004	-0.013	-0.002	-0.006	-0.002	-0.004	0.018	-0.002	-0.003	-0.008	-0.006	-0.004	-0.001	0.002	-0.013	-0.006	-0.01	-0.01	-0.005	-0.008	0.009	-0.003	-0.017	0.093	-0.001	0.002	-0.002	-0.001	0.276	0.002	-0.007	0.164	-0.001	-0.005	-0.007	-0.017
domestic	-0.003	-0.004	-0.005	0.001	-0.005	0.008	-0.006	-0.006	-0.008	-0.018	-0.004	0.006	-0.003	-0.003	-0.003	0.124	-0.015	-0.011	0.012	-0.003	-0.004	0.042	-0.001	0.006	-0.001	0.007	-0.004	-0.001	-0.004	0.001	-0.002	0.003	-0.004	-0.007	-0.006	0.009	-0.002	-0.005	-0.005	0.004	-0.001	0.011	0.006	-0.008	-0.005	0.058	-0.003	-0.009	-0.003	-0.006	-0.006	-0.004	-0.001	-0.012	-0.004	-0.005	-0.002	-0.009	0.004	0.002	-0.001	-0.015	-0.008	-0.012	-0.001	-0.005	-0.019	0.002	-0.001	0.023	-0.005	-0.004	-0.006	0.019	-0.006	-0.003	-0.002	-0.008	-0.011	-0.019
increase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
credit	0	0.011	0.007	-0.002	0.03	0.146	0	-0.005	-0.021	-0.02	0.04	0.011	-0.007	0.02	0	0.015	-0.021	-0.01	0.002	0.005	0	0.02	-0.012	0.383	-0.001	-0.006	0.097	0.004	0.047	-0.006	-0.002	0.007	-0.004	-0.005	-0.003	0.001	0.001	-0.004	-0.004	-0.005	-0.004	-0.012	0.006	0.003	0.002	-0.016	-0.003	-0.007	-0.002	-0.005	-0.008	-0.003	0	0.015	0.026	0.019	-0.002	-0.006	-0.016	-0.008	-0.013	-0.013	0.006	-0.009	-0.001	-0.004	-0.019	0.005	-0.001	0	-0.003	-0.002	-0.002	-0.002	0.016	-0.003	-0.001	0.016	-0.009	-0.013
georgia	-0.004	-0.002	-0.003	0.058	-0.003	0.005	-0.004	0.016	-0.018	-0.016	0.003	0.005	0.004	-0.002	-0.006	0.002	-0.028	-0.006	-0.003	0	-0.003	0.07	-0.01	-0.001	-0.001	-0.003	-0.003	0.018	-0.002	-0.005	-0.002	-0.01	-0.003	0	0.007	-0.004	-0.004	-0.004	-0.003	0.001	-0.003	-0.012	-0.002	0.199	-0.004	-0.013	-0.002	-0.006	-0.002	-0.004	-0.005	0	-0.003	-0.008	0.023	0.006	-0.001	0.143	-0.015	0.004	-0.005	-0.01	0.001	-0.001	-0.001	-0.003	-0.017	0.001	-0.001	-0.004	-0.003	-0.003	-0.004	-0.003	-0.008	0.015	-0.001	-0.005	-0.007	-0.019
hormone	-0.006	-0.002	-0.002	-0.007	-0.002	-0.003	-0.003	0	-0.013	-0.011	-0.002	0.012	-0.004	-0.002	-0.005	0.002	0.001	-0.006	-0.004	-0.002	0	0.003	-0.006	-0.004	0	-0.004	-0.002	-0.008	-0.002	-0.001	-0.001	-0.007	-0.002	-0.003	-0.001	-0.003	0.008	-0.005	-0.002	-0.003	0.001	-0.009	-0.002	-0.004	0.003	0.051	-0.002	-0.005	-0.001	-0.003	0.018	-0.002	-0.002	-0.006	-0.006	0.002	-0.001	-0.004	0.03	-0.005	0	-0.007	0.007	-0.006	-0.001	-0.002	-0.011	0	-0.001	0	-0.002	-0.002	0	-0.002	0.016	-0.002	-0.001	-0.002	-0.005	-0.014
kosovo	0.008	-0.003	0.004	-0.006	-0.004	-0.004	0.004	0.008	-0.018	-0.016	-0.003	0.013	-0.006	-0.003	-0.004	0.012	-0.021	-0.006	0.003	0.012	-0.003	0.051	-0.009	-0.004	-0.001	-0.005	-0.003	0.027	-0.003	-0.005	-0.002	-0.006	-0.003	-0.005	-0.004	-0.004	-0.004	0.022	0.004	-0.003	0	-0.012	-0.003	0.007	-0.004	-0.014	-0.002	-0.007	-0.002	-0.004	-0.006	-0.003	-0.003	-0.009	0.046	0	-0.001	0.178	-0.019	-0.007	0.002	-0.011	-0.008	-0.008	-0.001	-0.004	-0.018	0.018	-0.001	-0.004	0.022	0.008	-0.005	-0.004	-0.006	-0.003	-0.001	0.206	-0.008	-0.016
lao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
panama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yemen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taiwan	-0.008	-0.003	-0.004	-0.01	-0.004	-0.004	-0.004	-0.005	0.056	-0.009	0.032	-0.003	-0.006	-0.003	-0.005	-0.003	0.002	-0.008	0.021	-0.003	-0.003	-0.009	-0.008	-0.005	-0.001	0.001	-0.003	-0.009	-0.003	0.111	-0.002	-0.011	-0.003	-0.005	0.021	-0.004	-0.003	-0.007	-0.003	-0.004	-0.005	-0.013	0.003	-0.006	-0.003	-0.01	-0.002	-0.007	-0.002	-0.004	-0.006	0.002	-0.003	0	-0.009	-0.005	-0.001	-0.006	-0.009	-0.007	-0.011	0.028	0.001	-0.007	-0.001	-0.004	-0.007	-0.005	-0.001	-0.001	-0.003	-0.003	-0.005	-0.004	0.002	-0.003	-0.001	-0.006	-0.008	0.006
resource	0.009	-0.005	-0.006	-0.002	0.001	-0.006	0.038	-0.001	-0.036	-0.035	-0.005	0.003	0.017	0	0.001	-0.005	-0.014	-0.005	0.007	0.011	-0.006	-0.014	-0.017	0.004	-0.001	0.004	0.007	0.023	-0.005	-0.004	0.004	0.002	0.036	-0.008	0.004	0.03	-0.006	-0.001	-0.002	0.248	-0.008	-0.021	-0.005	-0.003	-0.006	-0.015	-0.005	0.032	-0.004	-0.008	-0.013	0.004	0.001	-0.01	0.012	0.001	-0.003	-0.003	0.007	0.002	-0.013	-0.021	-0.005	0.15	-0.002	-0.007	-0.03	0.03	-0.002	-0.005	-0.007	-0.003	-0.006	-0.003	0.018	-0.006	-0.002	-0.007	-0.016	-0.028
index	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elective	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
office	0.062	-0.004	0.017	0.049	-0.001	0.068	-0.006	0.039	-0.019	-0.019	0.055	0.037	0.031	-0.002	-0.007	-0.005	-0.028	-0.01	0.043	-0.004	-0.003	0.064	-0.013	0.061	-0.001	-0.007	-0.004	0.022	0.006	0.001	0	-0.011	-0.005	-0.007	0.008	0.009	0.012	-0.004	-0.005	-0.004	0.036	-0.014	0.048	0.057	-0.006	-0.018	-0.003	0.002	-0.003	-0.006	-0.009	0.043	0.124	0.001	-0.002	0.009	-0.002	-0.002	-0.011	0.008	-0.001	-0.011	0.003	-0.011	-0.001	-0.005	-0.02	0.021	-0.001	0.043	-0.005	0.006	0.003	-0.003	-0.003	0.021	-0.002	-0.005	-0.011	-0.029
slaughter	0.033	-0.004	0.001	-0.015	-0.004	-0.007	0.007	-0.007	-0.019	-0.026	-0.004	0.004	-0.009	-0.004	-0.004	-0.005	0.001	-0.01	-0.015	-0.004	-0.005	-0.011	-0.015	-0.005	-0.001	-0.009	-0.005	-0.019	-0.002	-0.008	-0.003	0.041	0.014	-0.008	-0.007	-0.007	-0.003	-0.011	-0.005	-0.007	-0.007	-0.02	0.004	-0.007	-0.007	0.139	-0.004	-0.005	-0.003	-0.007	-0.009	-0.002	-0.005	-0.007	0.053	-0.008	-0.002	-0.01	-0.005	0.016	-0.015	-0.017	-0.008	-0.013	-0.001	-0.006	-0.028	-0.008	-0.001	-0.007	-0.005	-0.004	-0.003	-0.006	0.01	-0.004	-0.002	-0.009	-0.013	0.011
premium	0.031	-0.005	0.003	-0.017	0.018	-0.004	-0.004	-0.008	0.016	-0.03	-0.005	-0.001	-0.01	-0.004	-0.005	-0.006	0.013	-0.015	-0.011	-0.005	-0.006	-0.012	-0.015	-0.004	-0.001	-0.009	-0.005	-0.007	-0.002	-0.009	-0.003	-0.008	-0.006	-0.009	-0.007	-0.008	-0.004	-0.012	-0.006	-0.008	-0.004	-0.011	0.003	-0.01	-0.007	0.031	-0.004	-0.012	-0.003	-0.007	0.03	0.014	-0.005	-0.016	0.032	-0.009	-0.003	-0.011	-0.015	0.006	-0.001	-0.018	-0.008	-0.012	-0.002	-0.006	-0.029	-0.009	0.079	-0.007	-0.006	-0.005	-0.005	-0.006	-0.012	-0.004	-0.002	-0.008	-0.014	0.092
poultry	-0.009	0.004	-0.006	-0.02	-0.003	-0.013	-0.009	-0.012	-0.05	-0.031	-0.003	-0.009	-0.011	0.011	-0.017	-0.01	0.011	0.021	-0.009	-0.009	-0.01	-0.017	-0.031	-0.016	0.012	-0.008	-0.004	-0.018	-0.006	-0.011	-0.004	0.037	-0.003	-0.012	-0.013	-0.006	-0.012	-0.017	-0.01	-0.013	-0.014	-0.041	-0.001	0.013	-0.013	0.181	-0.004	-0.006	-0.006	-0.007	-0.008	-0.008	-0.007	-0.008	0.002	-0.015	-0.005	-0.02	0.092	-0.016	-0.03	-0.03	-0.017	-0.024	-0.003	0.008	-0.014	-0.013	-0.003	-0.011	-0.011	-0.009	-0.014	0.006	-0.004	-0.006	-0.004	-0.015	0.002	0
egg	-0.025	0.006	-0.012	-0.02	-0.004	-0.014	-0.012	-0.014	0.041	0.012	-0.008	-0.009	-0.009	0.019	-0.015	-0.011	0.051	0.03	-0.016	-0.009	-0.011	-0.025	-0.034	-0.018	-0.002	-0.015	-0.005	-0.024	-0.009	-0.013	-0.006	-0.007	-0.011	-0.013	-0.014	-0.015	-0.013	-0.021	-0.011	-0.014	-0.015	-0.044	-0.002	0.003	-0.014	0.071	-0.005	0.011	-0.006	-0.007	-0.017	-0.009	-0.01	0	-0.028	-0.017	-0.005	-0.021	-0.008	-0.022	-0.032	-0.033	-0.023	-0.028	-0.003	-0.01	0.077	-0.017	-0.003	-0.012	-0.011	-0.009	-0.016	0.011	-0.017	-0.009	-0.004	-0.016	0.095	0.048
coastal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cambodia	-0.006	-0.002	-0.002	0.052	-0.003	-0.003	-0.003	-0.001	-0.014	-0.006	-0.002	0.008	-0.004	-0.002	-0.003	-0.002	-0.011	-0.006	-0.006	0.084	-0.002	0.062	-0.007	-0.004	-0.001	-0.004	-0.002	0.002	-0.002	0.053	-0.001	-0.007	-0.002	-0.004	-0.003	-0.003	0.015	-0.005	-0.002	-0.003	-0.003	-0.009	-0.002	0.016	-0.003	-0.009	-0.002	-0.005	-0.001	-0.003	-0.005	-0.002	0.141	-0.006	0.011	-0.004	-0.001	0.028	-0.008	-0.002	-0.008	-0.008	-0.004	0.003	-0.001	-0.002	-0.008	0.017	-0.001	-0.003	-0.002	-0.002	-0.003	0.046	-0.006	0	-0.001	-0.004	-0.006	-0.004
paper	-0.002	-0.002	-0.003	-0.007	-0.003	0.078	0.016	0.011	-0.009	-0.011	-0.002	-0.002	-0.004	-0.002	-0.004	0.1	0	-0.004	0.006	0.008	-0.003	-0.004	-0.008	0.025	-0.001	0.024	-0.002	0.013	0.01	-0.004	-0.001	-0.002	-0.002	0.018	-0.003	0.047	-0.003	-0.005	-0.002	-0.003	-0.001	-0.006	-0.002	-0.004	0.007	-0.01	-0.002	0.001	-0.001	-0.003	-0.005	0.01	-0.002	-0.007	-0.007	0.009	0.044	-0.005	0.004	-0.005	-0.007	-0.008	-0.001	-0.006	-0.001	-0.003	0	-0.001	-0.001	0.005	-0.003	-0.002	-0.003	-0.003	0.018	-0.002	-0.001	-0.004	-0.006	-0.006
printer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
facsimile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
testing	-0.008	-0.004	-0.005	-0.014	-0.005	-0.004	-0.006	-0.006	-0.025	-0.023	0.001	0	-0.008	-0.002	-0.006	-0.005	-0.015	-0.012	-0.019	-0.004	-0.005	0.015	-0.014	-0.008	-0.001	0.023	-0.005	-0.011	-0.004	-0.005	-0.003	-0.005	-0.005	0.029	-0.006	-0.002	-0.002	-0.01	-0.005	0	-0.006	-0.016	0.005	-0.008	-0.003	0.017	-0.003	0.143	-0.003	-0.004	-0.006	-0.004	-0.003	-0.011	-0.002	0.049	-0.002	-0.009	0.115	-0.003	0.011	-0.014	0.09	-0.011	-0.001	-0.005	-0.023	-0.007	-0.001	-0.005	-0.005	-0.004	0.002	0.014	-0.003	-0.004	-0.002	-0.008	-0.011	-0.031
ecuador	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
promotion	0	-0.003	0.007	0.004	-0.004	-0.004	-0.005	-0.005	-0.016	-0.013	-0.003	-0.003	-0.006	0.027	0.001	0.003	0.023	-0.007	0.014	-0.003	-0.004	0.019	-0.001	0.002	-0.001	-0.006	0.008	0.027	-0.003	-0.003	0.051	-0.008	-0.003	-0.005	-0.004	-0.005	0.073	-0.007	-0.004	-0.005	-0.003	-0.009	0.054	0.002	0.001	-0.009	-0.003	0.014	-0.002	-0.004	0.015	-0.003	-0.003	-0.01	0.029	-0.005	-0.002	-0.007	0	-0.007	0.035	-0.011	-0.007	-0.009	-0.001	-0.004	-0.017	0.048	-0.001	0.02	-0.004	-0.003	-0.005	-0.001	0.015	0.034	-0.001	-0.006	-0.008	-0.007
