Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119
steel	-0.052	-0.007	-0.01	-0.008	-0.013	-0.022	-0.011	0.018	-0.018	0.013	-0.001	-0.002	-0.012	-0.002	-0.01	-0.004	-0.004	-0.007	-0.005	0.018	0.024	-0.003	0.027	-0.005	-0.01	-0.024	-0.001	0.01	-0.011	-0.007	0.056	-0.01	-0.005	-0.005	0.017	-0.001	-0.012	0.017	-0.008	-0.012	-0.001	-0.006	-0.001	-0.012	0.001	-0.055	-0.015	0.006	-0.003	-0.013	0.002	-0.004	-0.001	-0.013	0.059	0.005	0.005	-0.001	-0.003	-0.015	-0.008	-0.002	-0.01	0.02	-0.004	-0.006	-0.021	-0.003	0.025	0.043	0.004	0.007	-0.01	-0.005	0.023	-0.011	-0.017	-0.005	-0.005	0.034	-0.016	-0.036	-0.012	-0.012	-0.017	-0.008	0.013	0.011	-0.008	-0.01	-0.005	0.025	0.016	0.031	0.002	0.003	0.01	-0.006	-0.009	-0.009	0.096	0.11	0.18	-0.005	-0.007	-0.012	-0.005	-0.006	-0.009	0.02	0	-0.007	-0.011	-0.003	-0.003	-0.001	-0.003	-0.005	-0.005	0.054
industry	-0.039	0.019	-0.009	-0.008	-0.027	-0.023	-0.022	0.014	-0.033	0.036	0.019	-0.014	0.002	0.005	-0.019	-0.009	-0.004	0.014	-0.001	-0.006	0.04	0.002	-0.016	-0.007	-0.057	-0.027	-0.004	-0.012	-0.019	0.009	0.05	-0.023	-0.004	-0.009	0.032	-0.002	-0.017	0.012	-0.009	0.002	-0.009	-0.015	-0.008	0.016	0.028	-0.073	-0.007	0.001	0.02	-0.03	0.022	-0.005	-0.002	-0.017	0.064	0.016	0.031	0.032	0.026	-0.002	-0.017	-0.005	-0.018	-0.006	-0.001	-0.01	-0.035	0.001	0.153	0.106	0.004	0.003	-0.022	-0.016	0.038	0.008	-0.027	-0.011	0.035	0.034	0.014	-0.006	0.005	-0.013	-0.049	-0.008	0.05	-0.009	-0.01	-0.016	-0.011	0.011	0.036	0.008	-0.02	0.015	0.053	-0.008	-0.007	-0.005	0.134	-0.028	0.051	-0.016	-0.011	-0.018	-0.008	-0.004	-0.019	0.007	-0.005	-0.032	-0.008	0.008	-0.007	-0.002	-0.007	-0.004	-0.01	0.04
working	-0.053	0.047	0.012	-0.008	-0.013	-0.017	-0.008	-0.011	-0.016	-0.013	0.077	0.021	-0.025	0.086	-0.01	-0.004	0.016	-0.007	-0.005	0.016	-0.014	-0.003	-0.016	0.007	-0.035	-0.07	-0.011	-0.005	-0.004	-0.032	-0.017	-0.01	-0.005	0	-0.003	-0.001	0.011	-0.007	-0.007	-0.01	-0.007	-0.006	-0.004	-0.009	-0.016	-0.055	0.008	-0.008	-0.006	-0.004	-0.004	0.056	-0.001	0.023	-0.034	-0.006	-0.006	-0.013	-0.003	-0.016	-0.008	0.08	-0.005	0.014	-0.004	-0.006	-0.027	-0.004	0.79	-0.002	-0.011	-0.004	-0.01	0.004	-0.005	0.033	-0.012	-0.004	0.003	-0.013	0.201	-0.036	-0.014	-0.018	-0.028	-0.008	-0.012	-0.004	-0.011	-0.006	-0.005	0.001	0.002	-0.025	-0.012	-0.005	-0.003	-0.002	-0.002	-0.013	-0.022	-0.02	-0.02	-0.008	-0.007	0.011	-0.003	0.014	-0.003	-0.006	-0.006	-0.014	0.025	0.008	0.022	-0.001	-0.003	-0.009	-0.005	-0.005
condition	-0.039	-0.004	0.005	-0.007	-0.011	0.022	-0.005	-0.009	-0.01	-0.006	0.051	0.041	-0.011	0.016	-0.006	-0.003	0.017	0	0.016	0.033	0.004	-0.002	-0.009	-0.004	-0.027	0.027	0.084	-0.004	0.012	-0.011	-0.017	-0.008	-0.004	-0.002	-0.008	-0.001	0.234	0.017	0	-0.009	-0.006	-0.005	0.004	-0.005	-0.007	-0.009	0.066	-0.006	-0.006	-0.008	0.01	0.025	-0.001	-0.01	-0.026	-0.001	-0.005	-0.012	-0.002	-0.005	-0.007	0.004	0.007	0.139	-0.003	-0.005	-0.009	-0.005	0.053	0.001	-0.006	0.004	-0.008	0.016	0.021	0.085	-0.012	-0.003	-0.004	-0.01	0.01	-0.026	0.004	0.064	-0.02	0.008	0	-0.003	-0.007	-0.009	-0.004	-0.008	-0.004	0	0.003	-0.003	-0.003	0.007	-0.001	-0.011	-0.009	-0.016	0.009	-0.006	-0.004	0.007	0.009	0.004	0.004	-0.004	0.01	-0.012	0.01	-0.002	0.02	-0.001	-0.002	-0.007	-0.004	-0.004
provision	-0.112	0.022	0.019	-0.009	-0.027	-0.043	-0.019	-0.022	0.142	-0.025	0.029	0.078	-0.055	0.047	-0.02	-0.004	-0.007	-0.014	0.022	0.059	0.089	-0.006	-0.026	0.037	-0.074	0.051	0.027	-0.004	0.012	-0.037	-0.001	0.466	0.009	0.019	0.005	-0.002	0.161	0.057	-0.014	-0.02	0.027	0.03	0.012	-0.022	0.038	-0.088	0.092	0.013	0.036	-0.003	0.008	0.058	-0.002	-0.04	-0.07	0.029	0.026	-0.022	-0.006	-0.028	-0.015	0.023	0.133	0.106	0.011	0.03	-0.054	0.01	0.026	0.039	-0.02	0.061	-0.022	0.11	0.083	0.018	-0.036	-0.007	-0.008	0.075	0.141	-0.068	-0.026	-0.019	-0.056	0.017	0.055	0.034	-0.01	0.04	-0.01	0.001	0.007	0.013	-0.001	-0.005	0.015	0.011	-0.001	-0.015	-0.055	-0.042	0.204	-0.014	0.05	-0.015	0.013	0.003	0.029	-0.012	0.052	0.007	0.077	0.011	0.001	0.007	0.007	0.01	0.002	0.002
governing	-0.083	-0.006	0.003	-0.012	-0.02	-0.036	-0.015	-0.02	0.216	-0.018	-0.02	-0.001	-0.04	0.004	-0.016	-0.002	-0.009	-0.01	0.034	0.06	0.051	-0.004	-0.02	-0.009	-0.054	0.086	-0.002	-0.008	-0.002	-0.049	-0.03	0.645	0.018	-0.007	-0.001	-0.002	0.215	0.037	-0.01	-0.012	-0.003	0.024	0.001	-0.017	0.027	-0.082	0.094	0.006	0.024	0.011	0	-0.006	-0.002	-0.029	-0.052	0.029	0.004	-0.023	-0.004	-0.039	-0.011	-0.003	0.17	0.139	0.021	-0.003	-0.042	-0.004	-0.003	0.004	-0.018	-0.004	-0.016	0.135	0.009	-0.018	-0.026	-0.006	-0.008	0.074	0.009	-0.056	-0.021	-0.027	-0.043	-0.011	-0.013	-0.006	-0.011	0.068	-0.007	-0.017	-0.009	-0.018	-0.012	-0.005	0.016	0.003	-0.008	-0.018	-0.043	-0.03	0.271	-0.007	0.034	-0.019	0.017	-0.025	0.002	-0.008	0.058	-0.019	0.031	0.008	-0.005	0.011	0.013	-0.011	0.007	-0.006
institution	-0.092	-0.001	0.007	-0.014	-0.021	-0.04	-0.018	-0.02	0.196	-0.021	-0.004	-0.001	-0.043	0.018	-0.017	-0.003	-0.006	-0.012	0.033	0.069	0.044	-0.005	-0.024	0	-0.061	0.055	0.004	-0.009	0.003	-0.037	-0.03	0.583	0.022	0.012	-0.007	-0.002	0.27	0.035	-0.009	-0.015	-0.005	0.037	0.003	-0.014	0.019	-0.09	0.115	0.003	0.02	0.027	-0.001	-0.006	-0.002	-0.017	-0.058	0.027	0.001	-0.025	-0.005	-0.038	-0.012	0.004	0.22	0.125	0.017	-0.005	-0.045	0.003	-0.005	0.013	-0.018	0	-0.01	0.131	0.143	-0.011	-0.03	-0.004	-0.009	0.073	0.016	-0.061	-0.019	-0.029	-0.045	-0.011	0.004	-0.006	-0.012	0.061	-0.007	-0.016	-0.008	-0.021	-0.006	0.002	0.043	0.003	-0.011	-0.018	-0.046	-0.033	0.252	-0.009	0.032	-0.022	0.014	-0.021	0.011	-0.009	0.049	-0.016	0.051	0.021	-0.005	0.009	0.011	-0.011	0.005	0.015
social	-0.089	0.014	0.044	-0.014	-0.022	-0.035	-0.011	-0.019	0.209	-0.016	0.086	0.172	-0.043	0.115	-0.011	-0.006	-0.009	-0.006	0.005	0.119	-0.007	-0.004	-0.018	0.008	-0.059	-0.015	-0.002	-0.009	-0.013	-0.027	-0.026	0.053	-0.003	-0.006	-0.015	-0.002	0.027	0.028	-0.012	-0.012	0.003	0.022	-0.005	-0.013	-0.003	-0.075	-0.009	-0.013	-0.006	-0.017	-0.002	0.146	-0.002	-0.031	-0.056	0.024	-0.001	-0.019	-0.005	-0.027	-0.014	0.031	0.025	0.006	-0.006	-0.001	-0.045	-0.01	0.072	0.035	-0.02	-0.006	-0.012	0.195	0.062	0.042	-0.024	-0.007	-0.009	0.046	0.317	-0.057	-0.02	0.004	-0.045	0.037	-0.007	0.005	-0.013	0.001	-0.008	-0.006	0.007	-0.026	-0.001	-0.009	0.041	0.005	0.014	-0.017	-0.036	-0.034	0.056	-0.011	0.008	-0.001	0.004	0.006	0.033	-0.008	0.03	-0.016	0.129	0.012	0.008	0.01	-0.005	0.039	-0.007	-0.009
harmonisation	-0.074	-0.01	0.017	-0.012	-0.017	0	-0.003	0.406	-0.029	-0.017	0.006	0.101	0.079	-0.001	-0.014	-0.005	0.004	-0.01	-0.008	0.011	-0.022	-0.004	-0.026	-0.019	-0.049	0.038	0.055	-0.007	0.028	0.037	-0.019	-0.015	-0.008	0.002	0.016	-0.002	-0.013	0.012	-0.007	-0.015	0.001	-0.009	-0.006	-0.016	0.011	0.11	-0.002	-0.011	-0.001	-0.013	0.037	-0.005	-0.001	-0.026	0.026	0.013	0.002	0.036	-0.004	-0.004	-0.012	0	-0.007	0.009	-0.005	-0.009	-0.038	0.013	-0.002	0.007	-0.004	-0.005	-0.009	-0.01	-0.005	-0.025	-0.024	-0.006	-0.008	-0.007	-0.021	-0.046	-0.016	-0.021	-0.036	0.007	0.115	-0.005	-0.015	-0.012	-0.007	-0.004	-0.007	-0.011	0.001	-0.013	-0.005	-0.004	0.109	-0.016	-0.034	0.223	-0.018	-0.012	-0.01	0.012	0.014	0.127	-0.012	0.136	-0.008	-0.021	0.038	-0.004	-0.004	-0.002	-0.004	-0.012	-0.004	-0.007
standard	-0.114	-0.007	-0.002	-0.014	-0.024	0.051	-0.013	-0.011	-0.039	0.139	0.021	-0.009	0.046	0.005	-0.022	-0.009	-0.01	0.008	-0.012	0.034	-0.013	0.011	-0.029	-0.016	-0.076	-0.078	-0.022	-0.012	0.043	0.327	-0.032	-0.021	-0.009	-0.008	-0.016	-0.002	-0.022	0.059	-0.006	-0.018	-0.007	-0.008	-0.007	0.027	0.004	-0.056	-0.018	0.002	-0.01	-0.02	0.051	-0.005	-0.002	-0.023	-0.072	0.01	0.009	0.187	0.022	0.089	-0.015	0.019	-0.008	-0.014	0.02	-0.012	-0.058	0.004	-0.017	0.035	0.045	-0.005	-0.001	-0.018	0.006	0.027	-0.035	-0.004	0.113	-0.006	-0.045	0.155	0.062	-0.034	-0.053	-0.006	0.038	-0.008	-0.007	0.003	-0.007	-0.019	-0.012	-0.036	-0.007	-0.016	0.006	0.009	0.041	-0.025	-0.06	-0.044	-0.028	-0.01	-0.014	0.09	0.011	0.351	-0.017	0.117	-0.004	-0.025	-0.011	0.003	0.017	-0.002	0.025	-0.003	-0.006	0.033
european	-0.131	-0.001	0.021	-0.021	-0.027	-0.046	-0.018	0.026	-0.002	0.02	0.041	0.04	-0.045	0.046	-0.019	-0.001	0.07	-0.011	0.007	0.067	0.054	-0.007	0.02	0.059	-0.087	-0.103	0.13	-0.001	0.01	0.017	0.074	0.067	0.001	0.007	-0.026	-0.003	0.2	0.058	-0.011	-0.006	0.101	0.026	0.021	-0.018	-0.02	-0.104	0.1	0.037	-0.014	0.04	0.041	0.016	-0.003	0.058	-0.08	0.03	-0.007	0.019	0.01	-0.024	-0.009	0.022	0.225	0.049	0.006	0.165	-0.053	0.013	0.262	0.018	-0.013	0.021	-0.006	0.059	0.07	0.035	-0.039	-0.003	0.001	0.019	0.155	-0.036	-0.01	-0.021	-0.057	0.015	0.035	0.01	0.003	-0.017	-0.012	0.027	0.058	0.049	0.027	0.009	0.044	0.031	0.043	-0.019	-0.058	-0.049	0.086	-0.014	0.006	-0.015	0.011	0.046	0.079	0.011	0.033	0.017	0.132	0.005	0.001	0.01	-0.003	0.035	0.003	-0.011
policy	0.159	0.035	-0.035	-0.023	-0.069	-0.085	0.041	-0.019	0.068	-0.049	0.001	-0.018	-0.022	0.003	-0.029	0.019	0.005	0.033	0.005	0.014	0.015	-0.003	-0.007	0.024	-0.16	-0.106	0.013	0.042	0.002	-0.022	0.173	-0.057	0.004	0.019	-0.049	0.007	0.031	-0.014	0.012	-0.052	0.016	0.059	0.014	0.163	0.003	-0.232	-0.017	0.027	-0.011	0.104	-0.016	0.005	0	-0.076	0.002	-0.014	0.064	-0.054	0.014	-0.018	-0.041	-0.003	0.004	0.006	-0.018	0.07	-0.061	-0.012	-0.042	0.006	-0.03	0.004	-0.018	0.039	0	-0.026	0.176	0.023	-0.002	0.003	0.085	-0.135	-0.06	-0.046	0.334	-0.026	-0.031	0.003	0.013	-0.033	-0.004	0.014	0.021	0.101	0.067	-0.033	0.009	-0.005	-0.031	-0.014	-0.119	0.19	0.064	0.062	-0.005	-0.042	0.022	-0.07	0.062	0.005	-0.035	0.054	0.045	0.001	-0.01	0.002	-0.015	0.011	-0.004	-0.004
iron	-0.045	-0.005	-0.009	-0.007	-0.011	-0.018	-0.009	0.022	-0.018	0.02	0.004	-0.002	-0.011	-0.005	-0.009	-0.003	-0.003	-0.006	-0.005	0.012	0.029	-0.002	0.037	-0.001	-0.014	-0.012	-0.003	0.013	-0.009	-0.001	0.066	-0.009	-0.005	-0.004	0.02	-0.001	-0.01	0.015	-0.007	-0.01	-0.006	-0.005	-0.004	-0.01	0.005	-0.047	-0.013	0.009	-0.002	-0.011	0.003	-0.003	-0.001	-0.013	0.031	0.004	0.008	0	-0.002	-0.01	-0.007	-0.002	-0.008	0.003	-0.003	-0.005	-0.016	-0.001	0.029	0.042	0.003	0.01	-0.009	-0.006	0.023	-0.007	-0.015	-0.004	-0.005	0.045	-0.011	-0.031	-0.012	-0.01	-0.009	-0.006	0.011	-0.003	-0.009	-0.009	-0.004	0.034	0.018	0.044	0.008	0.004	0.006	-0.005	-0.007	-0.007	0.085	0.062	0.109	-0.003	-0.006	-0.01	-0.004	-0.011	-0.008	-0.001	0.003	-0.003	-0.009	-0.003	-0.003	-0.001	-0.003	-0.008	-0.004	0.009
expenditure	-0.062	-0.005	-0.004	0.002	-0.015	-0.028	-0.013	-0.003	-0.01	-0.016	-0.003	-0.01	-0.031	0.011	-0.011	-0.005	-0.01	-0.009	-0.006	-0.004	0.007	-0.003	-0.008	0	-0.04	-0.071	0.023	-0.006	-0.013	-0.027	-0.018	-0.012	0.023	-0.005	0.038	-0.001	-0.014	-0.01	-0.009	-0.014	-0.007	-0.008	-0.005	-0.002	0.034	-0.046	0.045	-0.009	-0.005	0.001	-0.005	-0.003	-0.001	0.017	-0.04	-0.01	-0.007	-0.018	-0.003	-0.025	-0.009	-0.003	-0.013	-0.008	-0.004	0.008	-0.032	-0.008	0.403	-0.015	-0.008	0.039	-0.009	0.131	-0.001	-0.003	-0.018	-0.001	-0.006	-0.018	0.392	-0.038	-0.017	0.032	-0.033	-0.009	-0.006	-0.004	-0.007	0	-0.003	0.048	-0.004	0.062	-0.013	-0.006	-0.01	-0.001	-0.005	-0.016	-0.032	-0.024	-0.011	-0.009	0.077	-0.014	-0.006	-0.017	-0.012	-0.007	0.003	-0.016	-0.002	-0.003	-0.004	-0.001	-0.003	-0.006	-0.005	-0.006
common	-0.048	0.011	-0.021	-0.025	-0.04	-0.014	0.093	-0.009	0.021	-0.029	-0.004	-0.012	0.121	-0.006	0	0.042	0.001	0.026	0.03	0.054	0.034	0	0.03	0.013	-0.038	-0.024	-0.015	0.012	0.016	0.04	-0.02	-0.03	0.02	0.034	-0.021	0.017	0.076	-0.001	0.054	-0.029	0.022	0.093	0.013	0.014	0.007	-0.003	0.021	0.034	-0.011	0.226	0.002	-0.009	0.006	0.089	0.056	0	-0.018	-0.02	-0.003	-0.012	-0.023	-0.007	-0.008	-0.004	0.016	-0.001	-0.022	0.027	-0.028	-0.008	0.037	0.009	0.004	-0.014	-0.019	0.012	0.003	0.05	0.016	-0.006	0.043	-0.102	0.02	0.021	0.066	-0.019	-0.011	-0.009	0.01	-0.028	0.007	0.03	0.035	0.014	0	0.01	-0.005	-0.002	-0.002	-0.006	-0.036	-0.056	-0.025	0.112	-0.006	-0.023	0.003	-0.043	0.072	-0.009	-0.004	0.057	0.006	0.023	0.004	0.003	0.019	0	0.004	-0.005
community	-0.124	0.02	0.038	0.053	-0.043	0.073	-0.019	-0.013	0.033	0.016	0.083	0.033	-0.051	0.021	-0.024	-0.007	0.002	-0.019	0.008	0.061	0.027	-0.003	-0.038	0.151	-0.112	0.044	0.002	-0.004	-0.005	-0.05	0.009	-0.037	0.002	0.01	0.067	-0.001	-0.007	0.01	-0.026	-0.001	0.018	0.003	-0.008	-0.013	0.022	-0.051	0.016	0.03	0.009	-0.034	0.003	0.014	-0.004	-0.071	-0.03	0.031	0.022	0.012	0.03	0.041	-0.027	-0.001	-0.007	0.035	-0.013	0.082	-0.012	0.003	-0.003	0.084	0.032	0.001	-0.012	0.005	0.034	0.024	0.005	0.009	0.006	-0.01	0.219	-0.021	0	0.071	-0.066	0.019	0.028	-0.014	0.003	0.033	-0.001	0.042	0.011	0.039	0.003	0.029	0.033	0.007	0.028	0.108	0.027	-0.063	-0.004	-0.001	0.047	0	0.001	0.017	0.038	-0.014	0	-0.013	0.12	0.004	0.018	0.02	-0.011	0.129	-0.007	0.004
aid	-0.085	-0.016	-0.017	-0.005	-0.048	-0.041	-0.022	-0.01	0.14	-0.009	-0.043	-0.02	-0.015	0.006	-0.026	-0.005	0.02	0.025	0.041	0.005	0.008	-0.009	-0.051	0.052	-0.122	-0.016	0.04	-0.019	-0.034	-0.097	-0.058	-0.039	-0.007	0.02	0.111	-0.004	-0.039	-0.008	-0.028	-0.032	0.01	0.008	-0.004	-0.034	0.015	-0.062	-0.006	-0.01	-0.015	-0.033	-0.004	0.005	-0.004	-0.04	-0.112	-0.018	-0.017	-0.027	-0.011	-0.038	-0.027	0.003	-0.03	-0.019	0.013	0.086	-0.077	-0.006	0.18	0.103	-0.012	0.029	0.014	0.011	0.11	0.061	-0.058	-0.015	-0.01	-0.034	0.39	-0.089	0.026	0.22	-0.099	-0.008	0.01	0.007	0.008	0.01	-0.018	0.083	0.034	-0.012	-0.034	0.078	0.058	0.011	0.019	0.184	0.399	-0.075	-0.008	-0.03	0.16	0.042	-0.005	-0.056	0.004	-0.019	0.021	-0.018	0.022	0.019	-0.002	-0.004	-0.009	0.168	-0.013	0
financial	-0.105	0.014	0.019	0.018	-0.028	-0.046	-0.014	-0.016	0.023	-0.028	0	-0.002	-0.045	-0.01	-0.012	0.001	0.028	-0.015	0.003	0.053	0.001	-0.006	-0.032	0.041	-0.076	-0.085	0.042	-0.005	-0.009	-0.049	0.06	-0.022	-0.009	0.016	0.027	-0.002	0.017	-0.014	-0.014	-0.021	0.032	0.026	0	-0.023	0.028	-0.076	0.111	0.012	-0.01	-0.017	0.01	0.002	-0.002	-0.017	-0.066	-0.003	-0.013	-0.025	0.001	-0.002	-0.016	-0.005	0.029	0.074	-0.007	0.037	-0.051	-0.002	0.103	0.005	0	0.074	-0.022	0.035	0.234	-0.007	0.007	-0.01	-0.004	-0.001	0.507	-0.047	-0.028	0.12	-0.053	0.004	0.05	0.025	0.03	0.007	-0.009	0.019	0.034	0.029	0.008	0.035	-0.003	-0.011	-0.012	-0.005	-0.035	-0.042	-0.01	-0.015	0.123	-0.027	0.002	-0.028	0.011	-0.013	-0.009	0.018	0.024	-0.001	-0.007	-0.002	-0.006	0.007	-0.002	0.011
fishing	-0.118	0.013	-0.022	-0.019	-0.029	-0.044	-0.022	-0.021	-0.032	-0.027	-0.007	-0.018	-0.056	-0.015	-0.021	-0.004	-0.005	0.121	-0.012	-0.004	-0.029	-0.006	-0.025	-0.014	-0.071	-0.081	-0.025	-0.01	-0.022	-0.065	0.073	-0.023	0.005	-0.01	-0.024	-0.002	-0.026	-0.015	-0.015	-0.023	-0.016	-0.014	-0.005	0.301	0.019	-0.109	-0.033	-0.016	-0.016	-0.03	-0.009	-0.008	-0.002	0.102	-0.075	-0.016	-0.013	-0.024	0.06	0.045	-0.018	-0.005	-0.02	-0.006	-0.008	-0.013	-0.05	-0.013	-0.019	-0.012	-0.022	0.004	-0.018	-0.018	-0.022	0.031	0.852	-0.011	-0.012	-0.023	-0.01	-0.077	-0.012	-0.037	-0.061	-0.013	-0.029	-0.008	-0.012	0.012	-0.01	0.028	-0.009	0.048	-0.011	-0.017	-0.014	-0.012	-0.022	-0.029	-0.057	-0.022	-0.032	-0.017	-0.012	-0.004	-0.006	-0.035	-0.021	-0.003	-0.014	-0.032	-0.026	-0.007	0.005	-0.002	-0.007	-0.02	-0.009	-0.011
eu	-0.063	-0.004	0.035	0	-0.04	0.001	-0.022	0.001	-0.036	-0.002	0.077	0.085	0.029	0.032	-0.02	-0.005	0.033	-0.002	0.028	0.017	-0.012	-0.005	-0.031	0.073	-0.12	-0.266	0.002	-0.005	0.018	0.013	0.096	-0.037	0.008	0.038	0.017	-0.004	0.115	0.002	-0.016	0	0.001	0.088	0.019	0.001	0.027	-0.117	0.057	0.025	0.018	0.141	0.019	0.016	-0.004	0.26	-0.057	0.018	-0.016	-0.015	0	0.029	-0.03	0.003	0.054	0.011	-0.003	0.008	-0.046	0.022	0.198	-0.039	0.002	0.001	0.001	0.013	0.012	0.053	0.136	0.006	0	0.018	0.174	-0.046	-0.027	0.006	0.018	0.036	0.027	0.032	0.019	-0.001	-0.011	0.055	0.022	0.062	0.066	-0.007	0.008	-0.005	0.007	-0.032	-0.051	-0.045	-0.003	-0.01	0.037	-0.011	0.021	-0.036	0.119	-0.008	-0.007	-0.003	0.064	0.016	0.009	-0.004	-0.009	-0.002	0.037	-0.008
country	-0.11	0.021	0.029	-0.004	-0.038	0.025	-0.034	-0.015	-0.051	-0.025	-0.006	0.001	-0.077	-0.018	-0.025	-0.002	-0.003	-0.013	-0.004	-0.037	-0.03	-0.002	0.036	-0.01	0.079	0.146	0	-0.001	-0.021	-0.083	-0.036	-0.039	0.005	-0.012	-0.015	-0.004	-0.019	-0.035	-0.024	0.01	-0.011	0.011	-0.005	0	0.007	0.383	-0.008	0.008	0.021	-0.034	-0.003	0	-0.004	-0.064	-0.008	-0.009	-0.014	-0.042	-0.005	-0.014	-0.029	-0.008	-0.016	-0.018	-0.014	-0.007	0.078	0.01	-0.021	-0.015	-0.019	-0.005	-0.011	-0.027	-0.029	0.034	-0.037	-0.015	-0.013	0.013	-0.026	0	-0.041	-0.011	-0.06	0.038	-0.037	-0.007	0.109	-0.028	-0.011	-0.003	-0.015	0.025	0	-0.018	-0.029	-0.016	-0.021	-0.001	-0.034	-0.05	-0.05	-0.02	-0.015	-0.033	-0.001	-0.05	0.008	-0.013	-0.017	-0.025	-0.005	-0.011	-0.005	-0.004	-0.011	-0.017	-0.016	-0.012
ec	-0.109	0.018	-0.006	-0.018	-0.026	-0.009	-0.018	0.013	-0.044	-0.011	-0.022	-0.011	-0.036	0.008	-0.01	0.023	0.064	-0.01	0.014	0.022	0.092	-0.001	0.02	0.025	-0.08	0.028	0.033	-0.009	0	-0.048	0.446	0.02	-0.005	0.019	-0.025	-0.003	0.164	0.06	-0.018	-0.022	0.047	0.023	0.016	-0.01	-0.002	-0.083	0.083	0.021	-0.005	0.005	0.001	0.014	-0.003	-0.048	-0.045	0.012	0.18	-0.02	-0.007	-0.035	-0.011	-0.005	0.058	0.062	0.014	0.033	-0.013	0.014	0.001	0.014	0.006	0.034	0.021	0.093	0.025	-0.004	-0.01	0.007	-0.013	0.004	0.016	-0.062	-0.022	-0.023	-0.044	-0.009	0.005	0.003	0.061	-0.011	-0.004	0.009	0.003	0.142	0.021	-0.01	0.044	-0.002	0.031	-0.016	-0.054	-0.046	0.071	-0.004	0.02	0.002	0.013	0.005	-0.01	0	0.021	0.051	0.025	0.001	-0.008	0.006	-0.004	-0.005	0.008	0.007
committee	-0.084	-0.01	0.003	-0.013	-0.02	-0.038	-0.017	-0.017	0.266	-0.014	-0.014	-0.007	-0.04	0.002	-0.015	-0.002	-0.01	0	0.02	-0.007	0.011	0.004	-0.027	-0.011	-0.055	0.05	-0.016	-0.008	-0.014	-0.048	-0.012	0.772	0.021	-0.006	-0.005	-0.002	0.145	0.024	-0.007	0.001	-0.009	0.04	-0.007	-0.009	0.024	-0.086	0.039	-0.012	0.027	0.003	-0.002	0.026	-0.002	0.066	-0.051	-0.011	0.027	-0.021	-0.005	-0.039	-0.011	-0.004	0.146	0.034	0.036	-0.01	-0.043	-0.007	-0.003	-0.015	-0.016	-0.002	-0.016	0.188	0.017	-0.015	-0.027	-0.007	-0.008	0.129	-0.029	-0.052	-0.019	-0.027	-0.041	-0.012	-0.015	-0.006	-0.011	0.076	-0.007	-0.007	-0.013	-0.035	-0.012	-0.011	0.026	-0.006	0	-0.018	-0.044	-0.031	0.343	-0.007	-0.01	-0.008	0.017	-0.017	0.002	-0.009	0.075	-0.018	0.032	0.007	-0.005	-0.002	0	-0.001	0.014	-0.008
third	-0.117	0.013	0.016	-0.02	-0.04	0.031	-0.028	-0.006	-0.056	-0.033	-0.015	-0.016	-0.062	-0.015	-0.019	-0.012	-0.021	-0.017	-0.009	-0.04	-0.022	0.001	0.065	-0.023	0.137	0.142	-0.007	0.005	-0.019	-0.078	-0.048	-0.032	0.008	-0.013	-0.032	-0.003	-0.02	-0.029	-0.024	-0.011	-0.004	-0.003	-0.003	0.002	-0.032	0.448	-0.027	0.003	0.021	-0.035	-0.002	-0.005	-0.003	-0.057	0.008	-0.017	-0.014	-0.039	-0.005	-0.013	-0.025	-0.007	-0.03	-0.017	-0.011	-0.004	0.051	0.006	-0.019	-0.021	-0.019	-0.009	-0.013	-0.022	-0.028	0.031	-0.044	-0.011	-0.009	-0.014	-0.064	0.019	-0.042	-0.019	-0.039	0.033	-0.035	-0.004	-0.006	-0.031	-0.011	-0.024	-0.01	-0.023	-0.008	-0.011	-0.025	-0.017	-0.023	-0.024	-0.053	-0.032	-0.042	-0.016	-0.019	-0.035	-0.011	-0.047	-0.012	-0.011	-0.017	-0.013	-0.029	-0.009	-0.005	-0.003	-0.009	-0.024	-0.013	-0.013
stage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
